,IDs,xmol_step_400000,Subtypes
662,xmol_idx662,1,xmol_step_400000
663,xmol_idx663,1,xmol_step_400000
664,xmol_idx664,1,xmol_step_400000
665,xmol_idx665,1,xmol_step_400000
666,xmol_idx666,1,xmol_step_400000
667,xmol_idx667,1,xmol_step_400000
668,xmol_idx668,1,xmol_step_400000
669,xmol_idx669,1,xmol_step_400000
670,xmol_idx670,1,xmol_step_400000
671,xmol_idx671,1,xmol_step_400000
672,xmol_idx672,1,xmol_step_400000
673,xmol_idx673,1,xmol_step_400000
674,xmol_idx674,1,xmol_step_400000
675,xmol_idx675,1,xmol_step_400000
676,xmol_idx676,1,xmol_step_400000
677,xmol_idx677,1,xmol_step_400000
678,xmol_idx678,1,xmol_step_400000
679,xmol_idx679,1,xmol_step_400000
680,xmol_idx680,1,xmol_step_400000
681,xmol_idx681,1,xmol_step_400000
682,xmol_idx682,1,xmol_step_400000
683,xmol_idx683,1,xmol_step_400000
684,xmol_idx684,1,xmol_step_400000
685,xmol_idx685,1,xmol_step_400000
686,xmol_idx686,1,xmol_step_400000
687,xmol_idx687,1,xmol_step_400000
688,xmol_idx688,1,xmol_step_400000
689,xmol_idx689,1,xmol_step_400000
690,xmol_idx690,1,xmol_step_400000
691,xmol_idx691,1,xmol_step_400000
692,xmol_idx692,1,xmol_step_400000
693,xmol_idx693,1,xmol_step_400000
694,xmol_idx694,1,xmol_step_400000
695,xmol_idx695,1,xmol_step_400000
696,xmol_idx696,1,xmol_step_400000
697,xmol_idx697,1,xmol_step_400000
698,xmol_idx698,1,xmol_step_400000
699,xmol_idx699,1,xmol_step_400000
700,xmol_idx700,1,xmol_step_400000
701,xmol_idx701,1,xmol_step_400000
702,xmol_idx702,1,xmol_step_400000
703,xmol_idx703,1,xmol_step_400000
704,xmol_idx704,1,xmol_step_400000
705,xmol_idx705,1,xmol_step_400000
706,xmol_idx706,1,xmol_step_400000
707,xmol_idx707,1,xmol_step_400000
708,xmol_idx708,1,xmol_step_400000
709,xmol_idx709,1,xmol_step_400000
710,xmol_idx710,1,xmol_step_400000
711,xmol_idx711,1,xmol_step_400000
712,xmol_idx712,1,xmol_step_400000
713,xmol_idx713,1,xmol_step_400000
714,xmol_idx714,1,xmol_step_400000
715,xmol_idx715,1,xmol_step_400000
716,xmol_idx716,1,xmol_step_400000
717,xmol_idx717,1,xmol_step_400000
718,xmol_idx718,1,xmol_step_400000
719,xmol_idx719,1,xmol_step_400000
720,xmol_idx720,1,xmol_step_400000
721,xmol_idx721,1,xmol_step_400000
722,xmol_idx722,1,xmol_step_400000
723,xmol_idx723,1,xmol_step_400000
724,xmol_idx724,1,xmol_step_400000
725,xmol_idx725,1,xmol_step_400000
726,xmol_idx726,1,xmol_step_400000
727,xmol_idx727,1,xmol_step_400000
728,xmol_idx728,1,xmol_step_400000
729,xmol_idx729,1,xmol_step_400000
730,xmol_idx730,1,xmol_step_400000
731,xmol_idx731,1,xmol_step_400000
732,xmol_idx732,1,xmol_step_400000
733,xmol_idx733,1,xmol_step_400000
734,xmol_idx734,1,xmol_step_400000
735,xmol_idx735,1,xmol_step_400000
736,xmol_idx736,1,xmol_step_400000
737,xmol_idx737,1,xmol_step_400000
738,xmol_idx738,1,xmol_step_400000
739,xmol_idx739,1,xmol_step_400000
740,xmol_idx740,1,xmol_step_400000
741,xmol_idx741,1,xmol_step_400000
742,xmol_idx742,1,xmol_step_400000
743,xmol_idx743,1,xmol_step_400000
744,xmol_idx744,1,xmol_step_400000
745,xmol_idx745,1,xmol_step_400000
746,xmol_idx746,1,xmol_step_400000
747,xmol_idx747,1,xmol_step_400000
748,xmol_idx748,1,xmol_step_400000
749,xmol_idx749,1,xmol_step_400000
750,xmol_idx750,1,xmol_step_400000
751,xmol_idx751,1,xmol_step_400000
752,xmol_idx752,1,xmol_step_400000
753,xmol_idx753,1,xmol_step_400000
754,xmol_idx754,1,xmol_step_400000
755,xmol_idx755,1,xmol_step_400000
756,xmol_idx756,1,xmol_step_400000
757,xmol_idx757,1,xmol_step_400000
758,xmol_idx758,1,xmol_step_400000
759,xmol_idx759,1,xmol_step_400000
760,xmol_idx760,1,xmol_step_400000
761,xmol_idx761,1,xmol_step_400000
762,xmol_idx762,1,xmol_step_400000
763,xmol_idx763,1,xmol_step_400000
764,xmol_idx764,1,xmol_step_400000
765,xmol_idx765,1,xmol_step_400000
766,xmol_idx766,1,xmol_step_400000
767,xmol_idx767,1,xmol_step_400000
