IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D
esm2_t36_3B_UR50D_idx1101,0,1,0
esm2_t36_3B_UR50D_idx1102,0,1,0
esm2_t36_3B_UR50D_idx1103,0,1,0
esm2_t36_3B_UR50D_idx1104,0,1,0
esm2_t36_3B_UR50D_idx1105,0,1,0
esm2_t36_3B_UR50D_idx1106,0,1,0
esm2_t36_3B_UR50D_idx1107,0,1,0
esm2_t36_3B_UR50D_idx1108,0,1,0
esm2_t36_3B_UR50D_idx1109,0,1,0
esm2_t36_3B_UR50D_idx1110,0,1,0
esm2_t36_3B_UR50D_idx1111,0,1,0
esm2_t36_3B_UR50D_idx1112,0,1,0
esm2_t36_3B_UR50D_idx1113,0,1,0
esm2_t36_3B_UR50D_idx1114,0,1,0
esm2_t36_3B_UR50D_idx1115,0,1,0
esm2_t36_3B_UR50D_idx1116,0,1,0
esm2_t36_3B_UR50D_idx1117,0,1,0
esm2_t36_3B_UR50D_idx1118,0,1,0
esm2_t36_3B_UR50D_idx1119,0,1,0
esm2_t36_3B_UR50D_idx1120,0,1,0
esm2_t36_3B_UR50D_idx1121,0,1,0
esm2_t36_3B_UR50D_idx1122,0,1,0
esm2_t36_3B_UR50D_idx1123,0,1,0
esm2_t36_3B_UR50D_idx1124,0,1,0
esm2_t36_3B_UR50D_idx1125,0,1,0
esm2_t36_3B_UR50D_idx1126,0,1,0
esm2_t36_3B_UR50D_idx1127,0,1,0
esm2_t36_3B_UR50D_idx1128,0,1,0
esm2_t36_3B_UR50D_idx1129,0,1,0
esm2_t36_3B_UR50D_idx1130,0,1,0
esm2_t36_3B_UR50D_idx1131,0,1,0
esm2_t36_3B_UR50D_idx1132,0,1,0
esm2_t36_3B_UR50D_idx1133,0,1,0
esm2_t36_3B_UR50D_idx1134,0,1,0
esm2_t36_3B_UR50D_idx1135,0,1,0
esm2_t36_3B_UR50D_idx1136,0,1,0
esm2_t36_3B_UR50D_idx1137,0,1,0
esm2_t36_3B_UR50D_idx1138,0,1,0
esm2_t36_3B_UR50D_idx1139,0,1,0
esm2_t36_3B_UR50D_idx1140,0,1,0
esm2_t36_3B_UR50D_idx1141,0,1,0
esm2_t36_3B_UR50D_idx1142,0,1,0
esm2_t36_3B_UR50D_idx1143,0,1,0
esm2_t36_3B_UR50D_idx1144,0,1,0
esm2_t36_3B_UR50D_idx1145,0,1,0
esm2_t36_3B_UR50D_idx1146,0,1,0
esm2_t36_3B_UR50D_idx1147,0,1,0
esm2_t36_3B_UR50D_idx1148,0,1,0
esm2_t36_3B_UR50D_idx1149,0,1,0
esm2_t36_3B_UR50D_idx1150,0,1,0
esm2_t36_3B_UR50D_idx1151,0,1,0
esm2_t36_3B_UR50D_idx1152,0,1,0
esm2_t36_3B_UR50D_idx1153,0,1,0
esm2_t36_3B_UR50D_idx1154,0,1,0
esm2_t36_3B_UR50D_idx1155,0,1,0
esm2_t36_3B_UR50D_idx1156,0,1,0
esm2_t36_3B_UR50D_idx1157,0,1,0
esm2_t36_3B_UR50D_idx1158,0,1,0
esm2_t36_3B_UR50D_idx1159,0,1,0
esm2_t36_3B_UR50D_idx1160,0,1,0
esm2_t36_3B_UR50D_idx1161,0,1,0
esm2_t36_3B_UR50D_idx1162,0,1,0
esm2_t36_3B_UR50D_idx1163,0,1,0
esm2_t36_3B_UR50D_idx1164,0,1,0
esm2_t36_3B_UR50D_idx1165,0,1,0
esm2_t36_3B_UR50D_idx1166,0,1,0
esm2_t36_3B_UR50D_idx1167,0,1,0
esm2_t36_3B_UR50D_idx1168,0,1,0
esm2_t36_3B_UR50D_idx1169,0,1,0
esm2_t36_3B_UR50D_idx1170,0,1,0
esm2_t36_3B_UR50D_idx1171,0,1,0
esm2_t36_3B_UR50D_idx1172,0,1,0
esm2_t36_3B_UR50D_idx1173,0,1,0
esm2_t36_3B_UR50D_idx1174,0,1,0
esm2_t36_3B_UR50D_idx1175,0,1,0
esm2_t36_3B_UR50D_idx1176,0,1,0
esm2_t36_3B_UR50D_idx1177,0,1,0
esm2_t36_3B_UR50D_idx1178,0,1,0
esm2_t36_3B_UR50D_idx1179,0,1,0
esm2_t36_3B_UR50D_idx1180,0,1,0
esm2_t36_3B_UR50D_idx1181,0,1,0
esm2_t36_3B_UR50D_idx1182,0,1,0
esm2_t36_3B_UR50D_idx1183,0,1,0
esm2_t36_3B_UR50D_idx1184,0,1,0
esm2_t36_3B_UR50D_idx1185,0,1,0
esm2_t36_3B_UR50D_idx1186,0,1,0
esm2_t36_3B_UR50D_idx1187,0,1,0
esm2_t36_3B_UR50D_idx1188,0,1,0
esm2_t36_3B_UR50D_idx1189,0,1,0
esm2_t36_3B_UR50D_idx1190,0,1,0
esm2_t36_3B_UR50D_idx1191,0,1,0
esm2_t36_3B_UR50D_idx1192,0,1,0
esm2_t36_3B_UR50D_idx1193,0,1,0
esm2_t36_3B_UR50D_idx1194,0,1,0
esm2_t36_3B_UR50D_idx1195,0,1,0
esm2_t36_3B_UR50D_idx1196,0,1,0
esm2_t36_3B_UR50D_idx1197,0,1,0
esm2_t36_3B_UR50D_idx1198,0,1,0
esm2_t36_3B_UR50D_idx1199,0,1,0
esm2_t36_3B_UR50D_idx1200,0,1,0
esm2_t36_3B_UR50D_idx1201,0,1,0
esm2_t36_3B_UR50D_idx1202,0,1,0
esm2_t36_3B_UR50D_idx1203,0,1,0
esm2_t36_3B_UR50D_idx1204,0,1,0
esm2_t36_3B_UR50D_idx1205,0,1,0
esm2_t36_3B_UR50D_idx1206,0,1,0
esm2_t36_3B_UR50D_idx1207,0,1,0
esm2_t36_3B_UR50D_idx1208,0,1,0
esm2_t36_3B_UR50D_idx1209,0,1,0
esm2_t36_3B_UR50D_idx1210,0,1,0
esm2_t36_3B_UR50D_idx1211,0,1,0
esm2_t36_3B_UR50D_idx1212,0,1,0
esm2_t36_3B_UR50D_idx1213,0,1,0
esm2_t36_3B_UR50D_idx1214,0,1,0
esm2_t36_3B_UR50D_idx1215,0,1,0
esm2_t36_3B_UR50D_idx1216,0,1,0
esm2_t36_3B_UR50D_idx1217,0,1,0
esm2_t36_3B_UR50D_idx1218,0,1,0
esm2_t36_3B_UR50D_idx1219,0,1,0
esm2_t36_3B_UR50D_idx1220,0,1,0
esm2_t36_3B_UR50D_idx1221,0,1,0
esm2_t36_3B_UR50D_idx1222,0,1,0
esm2_t36_3B_UR50D_idx1223,0,1,0
esm2_t36_3B_UR50D_idx1224,0,1,0
esm2_t36_3B_UR50D_idx1225,0,1,0
esm2_t36_3B_UR50D_idx1226,0,1,0
esm2_t36_3B_UR50D_idx1227,0,1,0
esm2_t36_3B_UR50D_idx1228,0,1,0
esm2_t36_3B_UR50D_idx1229,0,1,0
esm2_t36_3B_UR50D_idx1230,0,1,0
esm2_t36_3B_UR50D_idx1231,0,1,0
esm2_t36_3B_UR50D_idx1232,0,1,0
esm2_t36_3B_UR50D_idx1233,0,1,0
esm2_t36_3B_UR50D_idx1234,0,1,0
esm2_t36_3B_UR50D_idx1235,0,1,0
esm2_t36_3B_UR50D_idx1236,0,1,0
esm2_t36_3B_UR50D_idx1237,0,1,0
esm2_t36_3B_UR50D_idx1238,0,1,0
esm2_t36_3B_UR50D_idx1239,0,1,0
esm2_t36_3B_UR50D_idx1240,0,1,0
esm2_t36_3B_UR50D_idx1241,0,1,0
esm2_t36_3B_UR50D_idx1242,0,1,0
esm2_t36_3B_UR50D_idx1243,0,1,0
esm2_t36_3B_UR50D_idx1244,0,1,0
esm2_t36_3B_UR50D_idx1245,0,1,0
esm2_t36_3B_UR50D_idx1246,0,1,0
esm2_t36_3B_UR50D_idx1247,0,1,0
esm2_t36_3B_UR50D_idx1248,0,1,0
esm2_t36_3B_UR50D_idx1249,0,1,0
esm2_t36_3B_UR50D_idx1250,0,1,0
esm2_t36_3B_UR50D_idx1251,0,1,0
esm2_t36_3B_UR50D_idx1252,0,1,0
esm2_t36_3B_UR50D_idx1253,0,1,0
esm2_t36_3B_UR50D_idx1254,0,1,0
esm2_t36_3B_UR50D_idx1255,0,1,0
esm2_t36_3B_UR50D_idx1256,0,1,0
esm2_t36_3B_UR50D_idx1257,0,1,0
esm2_t36_3B_UR50D_idx1258,0,1,0
esm2_t36_3B_UR50D_idx1259,0,1,0
esm2_t36_3B_UR50D_idx1260,0,1,0
esm2_t36_3B_UR50D_idx1261,0,1,0
esm2_t36_3B_UR50D_idx1262,0,1,0
esm2_t36_3B_UR50D_idx1263,0,1,0
esm2_t36_3B_UR50D_idx1264,0,1,0
esm2_t36_3B_UR50D_idx1265,0,1,0
esm2_t36_3B_UR50D_idx1266,0,1,0
esm2_t36_3B_UR50D_idx1267,0,1,0
esm2_t36_3B_UR50D_idx1268,0,1,0
esm2_t36_3B_UR50D_idx1269,0,1,0
esm2_t36_3B_UR50D_idx1270,0,1,0
esm2_t36_3B_UR50D_idx1271,0,1,0
esm2_t36_3B_UR50D_idx1272,0,1,0
esm2_t36_3B_UR50D_idx1273,0,1,0
esm2_t36_3B_UR50D_idx1274,0,1,0
esm2_t36_3B_UR50D_idx1275,0,1,0
esm2_t36_3B_UR50D_idx1276,0,1,0
esm2_t36_3B_UR50D_idx1277,0,1,0
esm2_t36_3B_UR50D_idx1278,0,1,0
esm2_t36_3B_UR50D_idx1279,0,1,0
esm2_t36_3B_UR50D_idx1280,0,1,0
esm2_t36_3B_UR50D_idx1281,0,1,0
esm2_t36_3B_UR50D_idx1282,0,1,0
esm2_t36_3B_UR50D_idx1283,0,1,0
esm2_t36_3B_UR50D_idx1284,0,1,0
esm2_t36_3B_UR50D_idx1285,0,1,0
esm2_t36_3B_UR50D_idx1286,0,1,0
esm2_t36_3B_UR50D_idx1287,0,1,0
esm2_t36_3B_UR50D_idx1288,0,1,0
esm2_t36_3B_UR50D_idx1289,0,1,0
esm2_t36_3B_UR50D_idx1290,0,1,0
esm2_t36_3B_UR50D_idx1291,0,1,0
esm2_t36_3B_UR50D_idx1292,0,1,0
esm2_t36_3B_UR50D_idx1293,0,1,0
esm2_t36_3B_UR50D_idx1294,0,1,0
esm2_t36_3B_UR50D_idx1295,0,1,0
esm2_t36_3B_UR50D_idx1296,0,1,0
esm2_t36_3B_UR50D_idx1297,0,1,0
esm2_t36_3B_UR50D_idx1298,0,1,0
esm2_t36_3B_UR50D_idx1299,0,1,0
esm2_t36_3B_UR50D_idx1300,0,1,0
esm2_t36_3B_UR50D_idx1301,0,1,0
esm2_t36_3B_UR50D_idx1302,0,1,0
esm2_t36_3B_UR50D_idx1303,0,1,0
esm2_t36_3B_UR50D_idx1304,0,1,0
esm2_t36_3B_UR50D_idx1305,0,1,0
esm2_t36_3B_UR50D_idx1306,0,1,0
esm2_t36_3B_UR50D_idx1307,0,1,0
esm2_t36_3B_UR50D_idx1308,0,1,0
esm2_t36_3B_UR50D_idx1309,0,1,0
esm2_t36_3B_UR50D_idx1310,0,1,0
esm2_t36_3B_UR50D_idx1311,0,1,0
esm2_t36_3B_UR50D_idx1312,0,1,0
esm2_t36_3B_UR50D_idx1313,0,1,0
esm2_t36_3B_UR50D_idx1314,0,1,0
esm2_t36_3B_UR50D_idx1315,0,1,0
esm2_t36_3B_UR50D_idx1316,0,1,0
esm2_t36_3B_UR50D_idx1317,0,1,0
esm2_t36_3B_UR50D_idx1318,0,1,0
esm2_t36_3B_UR50D_idx1319,0,1,0
esm2_t36_3B_UR50D_idx1320,0,1,0
esm2_t36_3B_UR50D_idx1321,0,1,0
esm2_t36_3B_UR50D_idx1322,0,1,0
esm2_t36_3B_UR50D_idx1323,0,1,0
esm2_t36_3B_UR50D_idx1324,0,1,0
esm2_t36_3B_UR50D_idx1325,0,1,0
esm2_t36_3B_UR50D_idx1326,0,1,0
esm2_t36_3B_UR50D_idx1327,0,1,0
esm2_t36_3B_UR50D_idx1328,0,1,0
esm2_t36_3B_UR50D_idx1329,0,1,0
esm2_t36_3B_UR50D_idx1330,0,1,0
esm2_t36_3B_UR50D_idx1331,0,1,0
esm2_t36_3B_UR50D_idx1332,0,1,0
esm2_t36_3B_UR50D_idx1333,0,1,0
esm2_t36_3B_UR50D_idx1334,0,1,0
esm2_t36_3B_UR50D_idx1335,0,1,0
esm2_t36_3B_UR50D_idx1336,0,1,0
esm2_t36_3B_UR50D_idx1337,0,1,0
esm2_t36_3B_UR50D_idx1338,0,1,0
esm2_t36_3B_UR50D_idx1339,0,1,0
esm2_t36_3B_UR50D_idx1340,0,1,0
esm2_t36_3B_UR50D_idx1341,0,1,0
esm2_t36_3B_UR50D_idx1342,0,1,0
esm2_t36_3B_UR50D_idx1343,0,1,0
esm2_t36_3B_UR50D_idx1344,0,1,0
esm2_t36_3B_UR50D_idx1345,0,1,0
esm2_t36_3B_UR50D_idx1346,0,1,0
esm2_t36_3B_UR50D_idx1347,0,1,0
esm2_t36_3B_UR50D_idx1348,0,1,0
esm2_t36_3B_UR50D_idx1349,0,1,0
esm2_t36_3B_UR50D_idx1350,0,1,0
esm2_t36_3B_UR50D_idx1351,0,1,0
esm2_t36_3B_UR50D_idx1352,0,1,0
esm2_t36_3B_UR50D_idx1353,0,1,0
esm2_t36_3B_UR50D_idx1354,0,1,0
esm2_t36_3B_UR50D_idx1355,0,1,0
esm2_t36_3B_UR50D_idx1356,0,1,0
esm2_t36_3B_UR50D_idx1357,0,1,0
esm2_t36_3B_UR50D_idx1358,0,1,0
esm2_t36_3B_UR50D_idx1359,0,1,0
esm2_t36_3B_UR50D_idx1360,0,1,0
esm2_t36_3B_UR50D_idx1361,0,1,0
esm2_t36_3B_UR50D_idx1362,0,1,0
esm2_t36_3B_UR50D_idx1363,0,1,0
esm2_t36_3B_UR50D_idx1364,0,1,0
esm2_t36_3B_UR50D_idx1365,0,1,0
esm2_t36_3B_UR50D_idx1366,0,1,0
esm2_t36_3B_UR50D_idx1367,0,1,0
esm2_t36_3B_UR50D_idx1368,0,1,0
esm2_t36_3B_UR50D_idx1369,0,1,0
esm2_t36_3B_UR50D_idx1370,0,1,0
esm2_t36_3B_UR50D_idx1371,0,1,0
esm2_t36_3B_UR50D_idx1372,0,1,0
esm2_t36_3B_UR50D_idx1373,0,1,0
esm2_t36_3B_UR50D_idx1374,0,1,0
esm2_t36_3B_UR50D_idx1375,0,1,0
esm2_t36_3B_UR50D_idx1376,0,1,0
esm2_t36_3B_UR50D_idx1377,0,1,0
esm2_t36_3B_UR50D_idx1378,0,1,0
esm2_t36_3B_UR50D_idx1379,0,1,0
esm2_t36_3B_UR50D_idx1380,0,1,0
esm2_t36_3B_UR50D_idx1381,0,1,0
esm2_t36_3B_UR50D_idx1382,0,1,0
esm2_t36_3B_UR50D_idx1383,0,1,0
esm2_t36_3B_UR50D_idx1384,0,1,0
esm2_t36_3B_UR50D_idx1385,0,1,0
esm2_t36_3B_UR50D_idx1386,0,1,0
esm2_t36_3B_UR50D_idx1387,0,1,0
esm2_t36_3B_UR50D_idx1388,0,1,0
esm2_t36_3B_UR50D_idx1389,0,1,0
esm2_t36_3B_UR50D_idx1390,0,1,0
esm2_t36_3B_UR50D_idx1391,0,1,0
esm2_t36_3B_UR50D_idx1392,0,1,0
esm2_t36_3B_UR50D_idx1393,0,1,0
esm2_t36_3B_UR50D_idx1394,0,1,0
esm2_t36_3B_UR50D_idx1395,0,1,0
esm2_t36_3B_UR50D_idx1396,0,1,0
esm2_t36_3B_UR50D_idx1397,0,1,0
esm2_t36_3B_UR50D_idx1398,0,1,0
esm2_t36_3B_UR50D_idx1399,0,1,0
esm2_t36_3B_UR50D_idx1400,0,1,0
esm2_t36_3B_UR50D_idx1401,0,1,0
esm2_t36_3B_UR50D_idx1402,0,1,0
esm2_t36_3B_UR50D_idx1403,0,1,0
esm2_t36_3B_UR50D_idx1404,0,1,0
esm2_t36_3B_UR50D_idx1405,0,1,0
esm2_t36_3B_UR50D_idx1406,0,1,0
esm2_t36_3B_UR50D_idx1407,0,1,0
esm2_t36_3B_UR50D_idx1408,0,1,0
esm2_t36_3B_UR50D_idx1409,0,1,0
esm2_t36_3B_UR50D_idx1410,0,1,0
esm2_t36_3B_UR50D_idx1411,0,1,0
esm2_t36_3B_UR50D_idx1412,0,1,0
esm2_t36_3B_UR50D_idx1413,0,1,0
esm2_t36_3B_UR50D_idx1414,0,1,0
esm2_t36_3B_UR50D_idx1415,0,1,0
esm2_t36_3B_UR50D_idx1416,0,1,0
esm2_t36_3B_UR50D_idx1417,0,1,0
esm2_t36_3B_UR50D_idx1418,0,1,0
esm2_t36_3B_UR50D_idx1419,0,1,0
esm2_t36_3B_UR50D_idx1420,0,1,0
esm2_t36_3B_UR50D_idx1421,0,1,0
esm2_t36_3B_UR50D_idx1422,0,1,0
esm2_t36_3B_UR50D_idx1423,0,1,0
esm2_t36_3B_UR50D_idx1424,0,1,0
esm2_t36_3B_UR50D_idx1425,0,1,0
esm2_t36_3B_UR50D_idx1426,0,1,0
esm2_t36_3B_UR50D_idx1427,0,1,0
esm2_t36_3B_UR50D_idx1428,0,1,0
esm2_t36_3B_UR50D_idx1429,0,1,0
esm2_t36_3B_UR50D_idx1430,0,1,0
esm2_t36_3B_UR50D_idx1431,0,1,0
esm2_t36_3B_UR50D_idx1432,0,1,0
esm2_t36_3B_UR50D_idx1433,0,1,0
esm2_t36_3B_UR50D_idx1434,0,1,0
esm2_t36_3B_UR50D_idx1435,0,1,0
esm2_t36_3B_UR50D_idx1436,0,1,0
esm2_t36_3B_UR50D_idx1437,0,1,0
esm2_t36_3B_UR50D_idx1438,0,1,0
esm2_t36_3B_UR50D_idx1439,0,1,0
esm2_t36_3B_UR50D_idx1440,0,1,0
esm2_t36_3B_UR50D_idx1441,0,1,0
esm2_t36_3B_UR50D_idx1442,0,1,0
esm2_t36_3B_UR50D_idx1443,0,1,0
esm2_t36_3B_UR50D_idx1444,0,1,0
esm2_t36_3B_UR50D_idx1445,0,1,0
esm2_t36_3B_UR50D_idx1446,0,1,0
esm2_t36_3B_UR50D_idx1447,0,1,0
esm2_t36_3B_UR50D_idx1448,0,1,0
esm2_t36_3B_UR50D_idx1449,0,1,0
esm2_t36_3B_UR50D_idx1450,0,1,0
esm2_t36_3B_UR50D_idx1451,0,1,0
esm2_t36_3B_UR50D_idx1452,0,1,0
esm2_t36_3B_UR50D_idx1453,0,1,0
esm2_t36_3B_UR50D_idx1454,0,1,0
esm2_t36_3B_UR50D_idx1455,0,1,0
esm2_t36_3B_UR50D_idx1456,0,1,0
esm2_t36_3B_UR50D_idx1457,0,1,0
esm2_t36_3B_UR50D_idx1458,0,1,0
esm2_t36_3B_UR50D_idx1459,0,1,0
esm2_t36_3B_UR50D_idx1460,0,1,0
esm2_t36_3B_UR50D_idx1461,0,1,0
esm2_t36_3B_UR50D_idx1462,0,1,0
esm2_t36_3B_UR50D_idx1463,0,1,0
esm2_t36_3B_UR50D_idx1464,0,1,0
esm2_t36_3B_UR50D_idx1465,0,1,0
esm2_t36_3B_UR50D_idx1466,0,1,0
esm2_t36_3B_UR50D_idx1467,0,1,0
esm2_t36_3B_UR50D_idx1468,0,1,0
esm2_t36_3B_UR50D_idx1469,0,1,0
esm2_t36_3B_UR50D_idx1470,0,1,0
esm2_t36_3B_UR50D_idx1471,0,1,0
esm2_t36_3B_UR50D_idx1472,0,1,0
esm2_t36_3B_UR50D_idx1473,0,1,0
esm2_t36_3B_UR50D_idx1474,0,1,0
esm2_t36_3B_UR50D_idx1475,0,1,0
esm2_t36_3B_UR50D_idx1476,0,1,0
esm2_t36_3B_UR50D_idx1477,0,1,0
esm2_t36_3B_UR50D_idx1478,0,1,0
esm2_t36_3B_UR50D_idx1479,0,1,0
esm2_t36_3B_UR50D_idx1480,0,1,0
esm2_t36_3B_UR50D_idx1481,0,1,0
esm2_t36_3B_UR50D_idx1482,0,1,0
esm2_t36_3B_UR50D_idx1483,0,1,0
esm2_t36_3B_UR50D_idx1484,0,1,0
esm2_t36_3B_UR50D_idx1485,0,1,0
esm2_t36_3B_UR50D_idx1486,0,1,0
esm2_t36_3B_UR50D_idx1487,0,1,0
esm2_t36_3B_UR50D_idx1488,0,1,0
esm2_t36_3B_UR50D_idx1489,0,1,0
esm2_t36_3B_UR50D_idx1490,0,1,0
esm2_t36_3B_UR50D_idx1491,0,1,0
esm2_t36_3B_UR50D_idx1492,0,1,0
esm2_t36_3B_UR50D_idx1493,0,1,0
esm2_t36_3B_UR50D_idx1494,0,1,0
esm2_t36_3B_UR50D_idx1495,0,1,0
esm2_t36_3B_UR50D_idx1496,0,1,0
esm2_t36_3B_UR50D_idx1497,0,1,0
esm2_t36_3B_UR50D_idx1498,0,1,0
esm2_t36_3B_UR50D_idx1499,0,1,0
esm2_t36_3B_UR50D_idx1500,0,1,0
esm2_t36_3B_UR50D_idx1501,0,1,0
esm2_t36_3B_UR50D_idx1502,0,1,0
esm2_t36_3B_UR50D_idx1503,0,1,0
esm2_t36_3B_UR50D_idx1504,0,1,0
esm2_t36_3B_UR50D_idx1505,0,1,0
esm2_t36_3B_UR50D_idx1506,0,1,0
esm2_t36_3B_UR50D_idx1507,0,1,0
esm2_t36_3B_UR50D_idx1508,0,1,0
esm2_t36_3B_UR50D_idx1509,0,1,0
esm2_t36_3B_UR50D_idx1510,0,1,0
esm2_t36_3B_UR50D_idx1511,0,1,0
esm2_t36_3B_UR50D_idx1512,0,1,0
esm2_t36_3B_UR50D_idx1513,0,1,0
esm2_t36_3B_UR50D_idx1514,0,1,0
esm2_t36_3B_UR50D_idx1515,0,1,0
esm2_t36_3B_UR50D_idx1516,0,1,0
esm2_t36_3B_UR50D_idx1517,0,1,0
esm2_t36_3B_UR50D_idx1518,0,1,0
esm2_t36_3B_UR50D_idx1519,0,1,0
esm2_t36_3B_UR50D_idx1520,0,1,0
esm2_t36_3B_UR50D_idx1521,0,1,0
esm2_t36_3B_UR50D_idx1522,0,1,0
esm2_t36_3B_UR50D_idx1523,0,1,0
esm2_t36_3B_UR50D_idx1524,0,1,0
esm2_t36_3B_UR50D_idx1525,0,1,0
esm2_t36_3B_UR50D_idx1526,0,1,0
esm2_t36_3B_UR50D_idx1527,0,1,0
esm2_t36_3B_UR50D_idx1528,0,1,0
esm2_t36_3B_UR50D_idx1529,0,1,0
esm2_t36_3B_UR50D_idx1530,0,1,0
esm2_t36_3B_UR50D_idx1531,0,1,0
esm2_t36_3B_UR50D_idx1532,0,1,0
esm2_t36_3B_UR50D_idx1533,0,1,0
esm2_t36_3B_UR50D_idx1534,0,1,0
esm2_t36_3B_UR50D_idx1535,0,1,0
esm2_t36_3B_UR50D_idx1536,0,1,0
esm2_t36_3B_UR50D_idx1537,0,1,0
esm2_t36_3B_UR50D_idx1538,0,1,0
esm2_t36_3B_UR50D_idx1539,0,1,0
esm2_t36_3B_UR50D_idx1540,0,1,0
esm2_t36_3B_UR50D_idx1541,0,1,0
esm2_t36_3B_UR50D_idx1542,0,1,0
esm2_t36_3B_UR50D_idx1543,0,1,0
esm2_t36_3B_UR50D_idx1544,0,1,0
esm2_t36_3B_UR50D_idx1545,0,1,0
esm2_t36_3B_UR50D_idx1546,0,1,0
esm2_t36_3B_UR50D_idx1547,0,1,0
esm2_t36_3B_UR50D_idx1548,0,1,0
esm2_t36_3B_UR50D_idx1549,0,1,0
esm2_t36_3B_UR50D_idx1550,0,1,0
esm2_t36_3B_UR50D_idx1551,0,1,0
esm2_t36_3B_UR50D_idx1552,0,1,0
esm2_t36_3B_UR50D_idx1553,0,1,0
esm2_t36_3B_UR50D_idx1554,0,1,0
esm2_t36_3B_UR50D_idx1555,0,1,0
esm2_t36_3B_UR50D_idx1556,0,1,0
esm2_t36_3B_UR50D_idx1557,0,1,0
esm2_t36_3B_UR50D_idx1558,0,1,0
esm2_t36_3B_UR50D_idx1559,0,1,0
esm2_t36_3B_UR50D_idx1560,0,1,0
esm2_t36_3B_UR50D_idx1561,0,1,0
esm2_t36_3B_UR50D_idx1562,0,1,0
esm2_t36_3B_UR50D_idx1563,0,1,0
esm2_t36_3B_UR50D_idx1564,0,1,0
esm2_t36_3B_UR50D_idx1565,0,1,0
esm2_t36_3B_UR50D_idx1566,0,1,0
esm2_t36_3B_UR50D_idx1567,0,1,0
esm2_t36_3B_UR50D_idx1568,0,1,0
esm2_t36_3B_UR50D_idx1569,0,1,0
esm2_t36_3B_UR50D_idx1570,0,1,0
esm2_t36_3B_UR50D_idx1571,0,1,0
esm2_t36_3B_UR50D_idx1572,0,1,0
esm2_t36_3B_UR50D_idx1573,0,1,0
esm2_t36_3B_UR50D_idx1574,0,1,0
esm2_t36_3B_UR50D_idx1575,0,1,0
esm2_t36_3B_UR50D_idx1576,0,1,0
esm2_t36_3B_UR50D_idx1577,0,1,0
esm2_t36_3B_UR50D_idx1578,0,1,0
esm2_t36_3B_UR50D_idx1579,0,1,0
esm2_t36_3B_UR50D_idx1580,0,1,0
esm2_t36_3B_UR50D_idx1581,0,1,0
esm2_t36_3B_UR50D_idx1582,0,1,0
esm2_t36_3B_UR50D_idx1583,0,1,0
esm2_t36_3B_UR50D_idx1584,0,1,0
esm2_t36_3B_UR50D_idx1585,0,1,0
esm2_t36_3B_UR50D_idx1586,0,1,0
esm2_t36_3B_UR50D_idx1587,0,1,0
esm2_t36_3B_UR50D_idx1588,0,1,0
esm2_t36_3B_UR50D_idx1589,0,1,0
esm2_t36_3B_UR50D_idx1590,0,1,0
esm2_t36_3B_UR50D_idx1591,0,1,0
esm2_t36_3B_UR50D_idx1592,0,1,0
esm2_t36_3B_UR50D_idx1593,0,1,0
esm2_t36_3B_UR50D_idx1594,0,1,0
esm2_t36_3B_UR50D_idx1595,0,1,0
esm2_t36_3B_UR50D_idx1596,0,1,0
esm2_t36_3B_UR50D_idx1597,0,1,0
esm2_t36_3B_UR50D_idx1598,0,1,0
esm2_t36_3B_UR50D_idx1599,0,1,0
esm2_t36_3B_UR50D_idx1600,0,1,0
esm2_t36_3B_UR50D_idx1601,0,1,0
esm2_t36_3B_UR50D_idx1602,0,1,0
esm2_t36_3B_UR50D_idx1603,0,1,0
esm2_t36_3B_UR50D_idx1604,0,1,0
esm2_t36_3B_UR50D_idx1605,0,1,0
esm2_t36_3B_UR50D_idx1606,0,1,0
esm2_t36_3B_UR50D_idx1607,0,1,0
esm2_t36_3B_UR50D_idx1608,0,1,0
esm2_t36_3B_UR50D_idx1609,0,1,0
esm2_t36_3B_UR50D_idx1610,0,1,0
esm2_t36_3B_UR50D_idx1611,0,1,0
esm2_t36_3B_UR50D_idx1612,0,1,0
esm2_t36_3B_UR50D_idx1613,0,1,0
esm2_t36_3B_UR50D_idx1614,0,1,0
esm2_t36_3B_UR50D_idx1615,0,1,0
esm2_t36_3B_UR50D_idx1616,0,1,0
esm2_t36_3B_UR50D_idx1617,0,1,0
esm2_t36_3B_UR50D_idx1618,0,1,0
esm2_t36_3B_UR50D_idx1619,0,1,0
esm2_t36_3B_UR50D_idx1620,0,1,0
esm2_t36_3B_UR50D_idx1621,0,1,0
esm2_t36_3B_UR50D_idx1622,0,1,0
esm2_t36_3B_UR50D_idx1623,0,1,0
esm2_t36_3B_UR50D_idx1624,0,1,0
esm2_t36_3B_UR50D_idx1625,0,1,0
esm2_t36_3B_UR50D_idx1626,0,1,0
esm2_t36_3B_UR50D_idx1627,0,1,0
esm2_t36_3B_UR50D_idx1628,0,1,0
esm2_t36_3B_UR50D_idx1629,0,1,0
esm2_t36_3B_UR50D_idx1630,0,1,0
esm2_t36_3B_UR50D_idx1631,0,1,0
esm2_t36_3B_UR50D_idx1632,0,1,0
esm2_t36_3B_UR50D_idx1633,0,1,0
esm2_t36_3B_UR50D_idx1634,0,1,0
esm2_t36_3B_UR50D_idx1635,0,1,0
esm2_t36_3B_UR50D_idx1636,0,1,0
