,IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D,Subtypes
657,esm2_t36_3B_UR50D_idx657,0,1,0,esm2_t36_3B_UR50D
658,esm2_t36_3B_UR50D_idx658,0,1,0,esm2_t36_3B_UR50D
659,esm2_t36_3B_UR50D_idx659,0,1,0,esm2_t36_3B_UR50D
660,esm2_t36_3B_UR50D_idx660,0,1,0,esm2_t36_3B_UR50D
661,esm2_t36_3B_UR50D_idx661,0,1,0,esm2_t36_3B_UR50D
662,esm2_t36_3B_UR50D_idx662,0,1,0,esm2_t36_3B_UR50D
663,esm2_t36_3B_UR50D_idx663,0,1,0,esm2_t36_3B_UR50D
664,esm2_t36_3B_UR50D_idx664,0,1,0,esm2_t36_3B_UR50D
665,esm2_t36_3B_UR50D_idx665,0,1,0,esm2_t36_3B_UR50D
666,esm2_t36_3B_UR50D_idx666,0,1,0,esm2_t36_3B_UR50D
667,esm2_t36_3B_UR50D_idx667,0,1,0,esm2_t36_3B_UR50D
668,esm2_t36_3B_UR50D_idx668,0,1,0,esm2_t36_3B_UR50D
669,esm2_t36_3B_UR50D_idx669,0,1,0,esm2_t36_3B_UR50D
670,esm2_t36_3B_UR50D_idx670,0,1,0,esm2_t36_3B_UR50D
671,esm2_t36_3B_UR50D_idx671,0,1,0,esm2_t36_3B_UR50D
672,esm2_t36_3B_UR50D_idx672,0,1,0,esm2_t36_3B_UR50D
673,esm2_t36_3B_UR50D_idx673,0,1,0,esm2_t36_3B_UR50D
674,esm2_t36_3B_UR50D_idx674,0,1,0,esm2_t36_3B_UR50D
675,esm2_t36_3B_UR50D_idx675,0,1,0,esm2_t36_3B_UR50D
676,esm2_t36_3B_UR50D_idx676,0,1,0,esm2_t36_3B_UR50D
677,esm2_t36_3B_UR50D_idx677,0,1,0,esm2_t36_3B_UR50D
678,esm2_t36_3B_UR50D_idx678,0,1,0,esm2_t36_3B_UR50D
679,esm2_t36_3B_UR50D_idx679,0,1,0,esm2_t36_3B_UR50D
680,esm2_t36_3B_UR50D_idx680,0,1,0,esm2_t36_3B_UR50D
681,esm2_t36_3B_UR50D_idx681,0,1,0,esm2_t36_3B_UR50D
682,esm2_t36_3B_UR50D_idx682,0,1,0,esm2_t36_3B_UR50D
683,esm2_t36_3B_UR50D_idx683,0,1,0,esm2_t36_3B_UR50D
684,esm2_t36_3B_UR50D_idx684,0,1,0,esm2_t36_3B_UR50D
685,esm2_t36_3B_UR50D_idx685,0,1,0,esm2_t36_3B_UR50D
686,esm2_t36_3B_UR50D_idx686,0,1,0,esm2_t36_3B_UR50D
687,esm2_t36_3B_UR50D_idx687,0,1,0,esm2_t36_3B_UR50D
688,esm2_t36_3B_UR50D_idx688,0,1,0,esm2_t36_3B_UR50D
689,esm2_t36_3B_UR50D_idx689,0,1,0,esm2_t36_3B_UR50D
690,esm2_t36_3B_UR50D_idx690,0,1,0,esm2_t36_3B_UR50D
691,esm2_t36_3B_UR50D_idx691,0,1,0,esm2_t36_3B_UR50D
692,esm2_t36_3B_UR50D_idx692,0,1,0,esm2_t36_3B_UR50D
693,esm2_t36_3B_UR50D_idx693,0,1,0,esm2_t36_3B_UR50D
694,esm2_t36_3B_UR50D_idx694,0,1,0,esm2_t36_3B_UR50D
695,esm2_t36_3B_UR50D_idx695,0,1,0,esm2_t36_3B_UR50D
696,esm2_t36_3B_UR50D_idx696,0,1,0,esm2_t36_3B_UR50D
697,esm2_t36_3B_UR50D_idx697,0,1,0,esm2_t36_3B_UR50D
698,esm2_t36_3B_UR50D_idx698,0,1,0,esm2_t36_3B_UR50D
699,esm2_t36_3B_UR50D_idx699,0,1,0,esm2_t36_3B_UR50D
700,esm2_t36_3B_UR50D_idx700,0,1,0,esm2_t36_3B_UR50D
701,esm2_t36_3B_UR50D_idx701,0,1,0,esm2_t36_3B_UR50D
702,esm2_t36_3B_UR50D_idx702,0,1,0,esm2_t36_3B_UR50D
703,esm2_t36_3B_UR50D_idx703,0,1,0,esm2_t36_3B_UR50D
704,esm2_t36_3B_UR50D_idx704,0,1,0,esm2_t36_3B_UR50D
705,esm2_t36_3B_UR50D_idx705,0,1,0,esm2_t36_3B_UR50D
706,esm2_t36_3B_UR50D_idx706,0,1,0,esm2_t36_3B_UR50D
707,esm2_t36_3B_UR50D_idx707,0,1,0,esm2_t36_3B_UR50D
708,esm2_t36_3B_UR50D_idx708,0,1,0,esm2_t36_3B_UR50D
709,esm2_t36_3B_UR50D_idx709,0,1,0,esm2_t36_3B_UR50D
710,esm2_t36_3B_UR50D_idx710,0,1,0,esm2_t36_3B_UR50D
711,esm2_t36_3B_UR50D_idx711,0,1,0,esm2_t36_3B_UR50D
712,esm2_t36_3B_UR50D_idx712,0,1,0,esm2_t36_3B_UR50D
713,esm2_t36_3B_UR50D_idx713,0,1,0,esm2_t36_3B_UR50D
714,esm2_t36_3B_UR50D_idx714,0,1,0,esm2_t36_3B_UR50D
715,esm2_t36_3B_UR50D_idx715,0,1,0,esm2_t36_3B_UR50D
716,esm2_t36_3B_UR50D_idx716,0,1,0,esm2_t36_3B_UR50D
717,esm2_t36_3B_UR50D_idx717,0,1,0,esm2_t36_3B_UR50D
718,esm2_t36_3B_UR50D_idx718,0,1,0,esm2_t36_3B_UR50D
719,esm2_t36_3B_UR50D_idx719,0,1,0,esm2_t36_3B_UR50D
720,esm2_t36_3B_UR50D_idx720,0,1,0,esm2_t36_3B_UR50D
721,esm2_t36_3B_UR50D_idx721,0,1,0,esm2_t36_3B_UR50D
722,esm2_t36_3B_UR50D_idx722,0,1,0,esm2_t36_3B_UR50D
723,esm2_t36_3B_UR50D_idx723,0,1,0,esm2_t36_3B_UR50D
724,esm2_t36_3B_UR50D_idx724,0,1,0,esm2_t36_3B_UR50D
725,esm2_t36_3B_UR50D_idx725,0,1,0,esm2_t36_3B_UR50D
726,esm2_t36_3B_UR50D_idx726,0,1,0,esm2_t36_3B_UR50D
727,esm2_t36_3B_UR50D_idx727,0,1,0,esm2_t36_3B_UR50D
728,esm2_t36_3B_UR50D_idx728,0,1,0,esm2_t36_3B_UR50D
729,esm2_t36_3B_UR50D_idx729,0,1,0,esm2_t36_3B_UR50D
730,esm2_t36_3B_UR50D_idx730,0,1,0,esm2_t36_3B_UR50D
731,esm2_t36_3B_UR50D_idx731,0,1,0,esm2_t36_3B_UR50D
732,esm2_t36_3B_UR50D_idx732,0,1,0,esm2_t36_3B_UR50D
733,esm2_t36_3B_UR50D_idx733,0,1,0,esm2_t36_3B_UR50D
734,esm2_t36_3B_UR50D_idx734,0,1,0,esm2_t36_3B_UR50D
735,esm2_t36_3B_UR50D_idx735,0,1,0,esm2_t36_3B_UR50D
736,esm2_t36_3B_UR50D_idx736,0,1,0,esm2_t36_3B_UR50D
737,esm2_t36_3B_UR50D_idx737,0,1,0,esm2_t36_3B_UR50D
738,esm2_t36_3B_UR50D_idx738,0,1,0,esm2_t36_3B_UR50D
739,esm2_t36_3B_UR50D_idx739,0,1,0,esm2_t36_3B_UR50D
740,esm2_t36_3B_UR50D_idx740,0,1,0,esm2_t36_3B_UR50D
741,esm2_t36_3B_UR50D_idx741,0,1,0,esm2_t36_3B_UR50D
742,esm2_t36_3B_UR50D_idx742,0,1,0,esm2_t36_3B_UR50D
743,esm2_t36_3B_UR50D_idx743,0,1,0,esm2_t36_3B_UR50D
744,esm2_t36_3B_UR50D_idx744,0,1,0,esm2_t36_3B_UR50D
745,esm2_t36_3B_UR50D_idx745,0,1,0,esm2_t36_3B_UR50D
746,esm2_t36_3B_UR50D_idx746,0,1,0,esm2_t36_3B_UR50D
747,esm2_t36_3B_UR50D_idx747,0,1,0,esm2_t36_3B_UR50D
748,esm2_t36_3B_UR50D_idx748,0,1,0,esm2_t36_3B_UR50D
749,esm2_t36_3B_UR50D_idx749,0,1,0,esm2_t36_3B_UR50D
750,esm2_t36_3B_UR50D_idx750,0,1,0,esm2_t36_3B_UR50D
751,esm2_t36_3B_UR50D_idx751,0,1,0,esm2_t36_3B_UR50D
752,esm2_t36_3B_UR50D_idx752,0,1,0,esm2_t36_3B_UR50D
753,esm2_t36_3B_UR50D_idx753,0,1,0,esm2_t36_3B_UR50D
754,esm2_t36_3B_UR50D_idx754,0,1,0,esm2_t36_3B_UR50D
755,esm2_t36_3B_UR50D_idx755,0,1,0,esm2_t36_3B_UR50D
756,esm2_t36_3B_UR50D_idx756,0,1,0,esm2_t36_3B_UR50D
757,esm2_t36_3B_UR50D_idx757,0,1,0,esm2_t36_3B_UR50D
758,esm2_t36_3B_UR50D_idx758,0,1,0,esm2_t36_3B_UR50D
759,esm2_t36_3B_UR50D_idx759,0,1,0,esm2_t36_3B_UR50D
760,esm2_t36_3B_UR50D_idx760,0,1,0,esm2_t36_3B_UR50D
761,esm2_t36_3B_UR50D_idx761,0,1,0,esm2_t36_3B_UR50D
762,esm2_t36_3B_UR50D_idx762,0,1,0,esm2_t36_3B_UR50D
763,esm2_t36_3B_UR50D_idx763,0,1,0,esm2_t36_3B_UR50D
764,esm2_t36_3B_UR50D_idx764,0,1,0,esm2_t36_3B_UR50D
765,esm2_t36_3B_UR50D_idx765,0,1,0,esm2_t36_3B_UR50D
766,esm2_t36_3B_UR50D_idx766,0,1,0,esm2_t36_3B_UR50D
767,esm2_t36_3B_UR50D_idx767,0,1,0,esm2_t36_3B_UR50D
768,esm2_t36_3B_UR50D_idx768,0,1,0,esm2_t36_3B_UR50D
769,esm2_t36_3B_UR50D_idx769,0,1,0,esm2_t36_3B_UR50D
770,esm2_t36_3B_UR50D_idx770,0,1,0,esm2_t36_3B_UR50D
771,esm2_t36_3B_UR50D_idx771,0,1,0,esm2_t36_3B_UR50D
772,esm2_t36_3B_UR50D_idx772,0,1,0,esm2_t36_3B_UR50D
773,esm2_t36_3B_UR50D_idx773,0,1,0,esm2_t36_3B_UR50D
774,esm2_t36_3B_UR50D_idx774,0,1,0,esm2_t36_3B_UR50D
775,esm2_t36_3B_UR50D_idx775,0,1,0,esm2_t36_3B_UR50D
776,esm2_t36_3B_UR50D_idx776,0,1,0,esm2_t36_3B_UR50D
777,esm2_t36_3B_UR50D_idx777,0,1,0,esm2_t36_3B_UR50D
778,esm2_t36_3B_UR50D_idx778,0,1,0,esm2_t36_3B_UR50D
779,esm2_t36_3B_UR50D_idx779,0,1,0,esm2_t36_3B_UR50D
780,esm2_t36_3B_UR50D_idx780,0,1,0,esm2_t36_3B_UR50D
781,esm2_t36_3B_UR50D_idx781,0,1,0,esm2_t36_3B_UR50D
782,esm2_t36_3B_UR50D_idx782,0,1,0,esm2_t36_3B_UR50D
783,esm2_t36_3B_UR50D_idx783,0,1,0,esm2_t36_3B_UR50D
784,esm2_t36_3B_UR50D_idx784,0,1,0,esm2_t36_3B_UR50D
785,esm2_t36_3B_UR50D_idx785,0,1,0,esm2_t36_3B_UR50D
786,esm2_t36_3B_UR50D_idx786,0,1,0,esm2_t36_3B_UR50D
787,esm2_t36_3B_UR50D_idx787,0,1,0,esm2_t36_3B_UR50D
788,esm2_t36_3B_UR50D_idx788,0,1,0,esm2_t36_3B_UR50D
789,esm2_t36_3B_UR50D_idx789,0,1,0,esm2_t36_3B_UR50D
790,esm2_t36_3B_UR50D_idx790,0,1,0,esm2_t36_3B_UR50D
791,esm2_t36_3B_UR50D_idx791,0,1,0,esm2_t36_3B_UR50D
792,esm2_t36_3B_UR50D_idx792,0,1,0,esm2_t36_3B_UR50D
793,esm2_t36_3B_UR50D_idx793,0,1,0,esm2_t36_3B_UR50D
794,esm2_t36_3B_UR50D_idx794,0,1,0,esm2_t36_3B_UR50D
795,esm2_t36_3B_UR50D_idx795,0,1,0,esm2_t36_3B_UR50D
796,esm2_t36_3B_UR50D_idx796,0,1,0,esm2_t36_3B_UR50D
797,esm2_t36_3B_UR50D_idx797,0,1,0,esm2_t36_3B_UR50D
798,esm2_t36_3B_UR50D_idx798,0,1,0,esm2_t36_3B_UR50D
799,esm2_t36_3B_UR50D_idx799,0,1,0,esm2_t36_3B_UR50D
800,esm2_t36_3B_UR50D_idx800,0,1,0,esm2_t36_3B_UR50D
801,esm2_t36_3B_UR50D_idx801,0,1,0,esm2_t36_3B_UR50D
802,esm2_t36_3B_UR50D_idx802,0,1,0,esm2_t36_3B_UR50D
803,esm2_t36_3B_UR50D_idx803,0,1,0,esm2_t36_3B_UR50D
804,esm2_t36_3B_UR50D_idx804,0,1,0,esm2_t36_3B_UR50D
805,esm2_t36_3B_UR50D_idx805,0,1,0,esm2_t36_3B_UR50D
806,esm2_t36_3B_UR50D_idx806,0,1,0,esm2_t36_3B_UR50D
807,esm2_t36_3B_UR50D_idx807,0,1,0,esm2_t36_3B_UR50D
808,esm2_t36_3B_UR50D_idx808,0,1,0,esm2_t36_3B_UR50D
809,esm2_t36_3B_UR50D_idx809,0,1,0,esm2_t36_3B_UR50D
810,esm2_t36_3B_UR50D_idx810,0,1,0,esm2_t36_3B_UR50D
811,esm2_t36_3B_UR50D_idx811,0,1,0,esm2_t36_3B_UR50D
812,esm2_t36_3B_UR50D_idx812,0,1,0,esm2_t36_3B_UR50D
813,esm2_t36_3B_UR50D_idx813,0,1,0,esm2_t36_3B_UR50D
814,esm2_t36_3B_UR50D_idx814,0,1,0,esm2_t36_3B_UR50D
815,esm2_t36_3B_UR50D_idx815,0,1,0,esm2_t36_3B_UR50D
816,esm2_t36_3B_UR50D_idx816,0,1,0,esm2_t36_3B_UR50D
817,esm2_t36_3B_UR50D_idx817,0,1,0,esm2_t36_3B_UR50D
818,esm2_t36_3B_UR50D_idx818,0,1,0,esm2_t36_3B_UR50D
819,esm2_t36_3B_UR50D_idx819,0,1,0,esm2_t36_3B_UR50D
820,esm2_t36_3B_UR50D_idx820,0,1,0,esm2_t36_3B_UR50D
821,esm2_t36_3B_UR50D_idx821,0,1,0,esm2_t36_3B_UR50D
822,esm2_t36_3B_UR50D_idx822,0,1,0,esm2_t36_3B_UR50D
823,esm2_t36_3B_UR50D_idx823,0,1,0,esm2_t36_3B_UR50D
824,esm2_t36_3B_UR50D_idx824,0,1,0,esm2_t36_3B_UR50D
825,esm2_t36_3B_UR50D_idx825,0,1,0,esm2_t36_3B_UR50D
826,esm2_t36_3B_UR50D_idx826,0,1,0,esm2_t36_3B_UR50D
827,esm2_t36_3B_UR50D_idx827,0,1,0,esm2_t36_3B_UR50D
828,esm2_t36_3B_UR50D_idx828,0,1,0,esm2_t36_3B_UR50D
829,esm2_t36_3B_UR50D_idx829,0,1,0,esm2_t36_3B_UR50D
830,esm2_t36_3B_UR50D_idx830,0,1,0,esm2_t36_3B_UR50D
831,esm2_t36_3B_UR50D_idx831,0,1,0,esm2_t36_3B_UR50D
832,esm2_t36_3B_UR50D_idx832,0,1,0,esm2_t36_3B_UR50D
833,esm2_t36_3B_UR50D_idx833,0,1,0,esm2_t36_3B_UR50D
834,esm2_t36_3B_UR50D_idx834,0,1,0,esm2_t36_3B_UR50D
835,esm2_t36_3B_UR50D_idx835,0,1,0,esm2_t36_3B_UR50D
836,esm2_t36_3B_UR50D_idx836,0,1,0,esm2_t36_3B_UR50D
837,esm2_t36_3B_UR50D_idx837,0,1,0,esm2_t36_3B_UR50D
838,esm2_t36_3B_UR50D_idx838,0,1,0,esm2_t36_3B_UR50D
839,esm2_t36_3B_UR50D_idx839,0,1,0,esm2_t36_3B_UR50D
840,esm2_t36_3B_UR50D_idx840,0,1,0,esm2_t36_3B_UR50D
841,esm2_t36_3B_UR50D_idx841,0,1,0,esm2_t36_3B_UR50D
842,esm2_t36_3B_UR50D_idx842,0,1,0,esm2_t36_3B_UR50D
843,esm2_t36_3B_UR50D_idx843,0,1,0,esm2_t36_3B_UR50D
844,esm2_t36_3B_UR50D_idx844,0,1,0,esm2_t36_3B_UR50D
845,esm2_t36_3B_UR50D_idx845,0,1,0,esm2_t36_3B_UR50D
846,esm2_t36_3B_UR50D_idx846,0,1,0,esm2_t36_3B_UR50D
847,esm2_t36_3B_UR50D_idx847,0,1,0,esm2_t36_3B_UR50D
848,esm2_t36_3B_UR50D_idx848,0,1,0,esm2_t36_3B_UR50D
849,esm2_t36_3B_UR50D_idx849,0,1,0,esm2_t36_3B_UR50D
850,esm2_t36_3B_UR50D_idx850,0,1,0,esm2_t36_3B_UR50D
851,esm2_t36_3B_UR50D_idx851,0,1,0,esm2_t36_3B_UR50D
852,esm2_t36_3B_UR50D_idx852,0,1,0,esm2_t36_3B_UR50D
853,esm2_t36_3B_UR50D_idx853,0,1,0,esm2_t36_3B_UR50D
854,esm2_t36_3B_UR50D_idx854,0,1,0,esm2_t36_3B_UR50D
855,esm2_t36_3B_UR50D_idx855,0,1,0,esm2_t36_3B_UR50D
856,esm2_t36_3B_UR50D_idx856,0,1,0,esm2_t36_3B_UR50D
857,esm2_t36_3B_UR50D_idx857,0,1,0,esm2_t36_3B_UR50D
858,esm2_t36_3B_UR50D_idx858,0,1,0,esm2_t36_3B_UR50D
859,esm2_t36_3B_UR50D_idx859,0,1,0,esm2_t36_3B_UR50D
860,esm2_t36_3B_UR50D_idx860,0,1,0,esm2_t36_3B_UR50D
861,esm2_t36_3B_UR50D_idx861,0,1,0,esm2_t36_3B_UR50D
862,esm2_t36_3B_UR50D_idx862,0,1,0,esm2_t36_3B_UR50D
863,esm2_t36_3B_UR50D_idx863,0,1,0,esm2_t36_3B_UR50D
864,esm2_t36_3B_UR50D_idx864,0,1,0,esm2_t36_3B_UR50D
865,esm2_t36_3B_UR50D_idx865,0,1,0,esm2_t36_3B_UR50D
866,esm2_t36_3B_UR50D_idx866,0,1,0,esm2_t36_3B_UR50D
867,esm2_t36_3B_UR50D_idx867,0,1,0,esm2_t36_3B_UR50D
868,esm2_t36_3B_UR50D_idx868,0,1,0,esm2_t36_3B_UR50D
869,esm2_t36_3B_UR50D_idx869,0,1,0,esm2_t36_3B_UR50D
870,esm2_t36_3B_UR50D_idx870,0,1,0,esm2_t36_3B_UR50D
871,esm2_t36_3B_UR50D_idx871,0,1,0,esm2_t36_3B_UR50D
872,esm2_t36_3B_UR50D_idx872,0,1,0,esm2_t36_3B_UR50D
873,esm2_t36_3B_UR50D_idx873,0,1,0,esm2_t36_3B_UR50D
874,esm2_t36_3B_UR50D_idx874,0,1,0,esm2_t36_3B_UR50D
875,esm2_t36_3B_UR50D_idx875,0,1,0,esm2_t36_3B_UR50D
876,esm2_t36_3B_UR50D_idx876,0,1,0,esm2_t36_3B_UR50D
877,esm2_t36_3B_UR50D_idx877,0,1,0,esm2_t36_3B_UR50D
878,esm2_t36_3B_UR50D_idx878,0,1,0,esm2_t36_3B_UR50D
879,esm2_t36_3B_UR50D_idx879,0,1,0,esm2_t36_3B_UR50D
880,esm2_t36_3B_UR50D_idx880,0,1,0,esm2_t36_3B_UR50D
881,esm2_t36_3B_UR50D_idx881,0,1,0,esm2_t36_3B_UR50D
882,esm2_t36_3B_UR50D_idx882,0,1,0,esm2_t36_3B_UR50D
883,esm2_t36_3B_UR50D_idx883,0,1,0,esm2_t36_3B_UR50D
884,esm2_t36_3B_UR50D_idx884,0,1,0,esm2_t36_3B_UR50D
885,esm2_t36_3B_UR50D_idx885,0,1,0,esm2_t36_3B_UR50D
886,esm2_t36_3B_UR50D_idx886,0,1,0,esm2_t36_3B_UR50D
887,esm2_t36_3B_UR50D_idx887,0,1,0,esm2_t36_3B_UR50D
888,esm2_t36_3B_UR50D_idx888,0,1,0,esm2_t36_3B_UR50D
889,esm2_t36_3B_UR50D_idx889,0,1,0,esm2_t36_3B_UR50D
890,esm2_t36_3B_UR50D_idx890,0,1,0,esm2_t36_3B_UR50D
891,esm2_t36_3B_UR50D_idx891,0,1,0,esm2_t36_3B_UR50D
892,esm2_t36_3B_UR50D_idx892,0,1,0,esm2_t36_3B_UR50D
893,esm2_t36_3B_UR50D_idx893,0,1,0,esm2_t36_3B_UR50D
894,esm2_t36_3B_UR50D_idx894,0,1,0,esm2_t36_3B_UR50D
895,esm2_t36_3B_UR50D_idx895,0,1,0,esm2_t36_3B_UR50D
896,esm2_t36_3B_UR50D_idx896,0,1,0,esm2_t36_3B_UR50D
897,esm2_t36_3B_UR50D_idx897,0,1,0,esm2_t36_3B_UR50D
898,esm2_t36_3B_UR50D_idx898,0,1,0,esm2_t36_3B_UR50D
899,esm2_t36_3B_UR50D_idx899,0,1,0,esm2_t36_3B_UR50D
900,esm2_t36_3B_UR50D_idx900,0,1,0,esm2_t36_3B_UR50D
901,esm2_t36_3B_UR50D_idx901,0,1,0,esm2_t36_3B_UR50D
902,esm2_t36_3B_UR50D_idx902,0,1,0,esm2_t36_3B_UR50D
903,esm2_t36_3B_UR50D_idx903,0,1,0,esm2_t36_3B_UR50D
904,esm2_t36_3B_UR50D_idx904,0,1,0,esm2_t36_3B_UR50D
905,esm2_t36_3B_UR50D_idx905,0,1,0,esm2_t36_3B_UR50D
906,esm2_t36_3B_UR50D_idx906,0,1,0,esm2_t36_3B_UR50D
907,esm2_t36_3B_UR50D_idx907,0,1,0,esm2_t36_3B_UR50D
908,esm2_t36_3B_UR50D_idx908,0,1,0,esm2_t36_3B_UR50D
909,esm2_t36_3B_UR50D_idx909,0,1,0,esm2_t36_3B_UR50D
910,esm2_t36_3B_UR50D_idx910,0,1,0,esm2_t36_3B_UR50D
911,esm2_t36_3B_UR50D_idx911,0,1,0,esm2_t36_3B_UR50D
912,esm2_t36_3B_UR50D_idx912,0,1,0,esm2_t36_3B_UR50D
913,esm2_t36_3B_UR50D_idx913,0,1,0,esm2_t36_3B_UR50D
914,esm2_t36_3B_UR50D_idx914,0,1,0,esm2_t36_3B_UR50D
915,esm2_t36_3B_UR50D_idx915,0,1,0,esm2_t36_3B_UR50D
916,esm2_t36_3B_UR50D_idx916,0,1,0,esm2_t36_3B_UR50D
917,esm2_t36_3B_UR50D_idx917,0,1,0,esm2_t36_3B_UR50D
918,esm2_t36_3B_UR50D_idx918,0,1,0,esm2_t36_3B_UR50D
919,esm2_t36_3B_UR50D_idx919,0,1,0,esm2_t36_3B_UR50D
920,esm2_t36_3B_UR50D_idx920,0,1,0,esm2_t36_3B_UR50D
921,esm2_t36_3B_UR50D_idx921,0,1,0,esm2_t36_3B_UR50D
922,esm2_t36_3B_UR50D_idx922,0,1,0,esm2_t36_3B_UR50D
923,esm2_t36_3B_UR50D_idx923,0,1,0,esm2_t36_3B_UR50D
924,esm2_t36_3B_UR50D_idx924,0,1,0,esm2_t36_3B_UR50D
925,esm2_t36_3B_UR50D_idx925,0,1,0,esm2_t36_3B_UR50D
926,esm2_t36_3B_UR50D_idx926,0,1,0,esm2_t36_3B_UR50D
927,esm2_t36_3B_UR50D_idx927,0,1,0,esm2_t36_3B_UR50D
928,esm2_t36_3B_UR50D_idx928,0,1,0,esm2_t36_3B_UR50D
929,esm2_t36_3B_UR50D_idx929,0,1,0,esm2_t36_3B_UR50D
930,esm2_t36_3B_UR50D_idx930,0,1,0,esm2_t36_3B_UR50D
931,esm2_t36_3B_UR50D_idx931,0,1,0,esm2_t36_3B_UR50D
932,esm2_t36_3B_UR50D_idx932,0,1,0,esm2_t36_3B_UR50D
933,esm2_t36_3B_UR50D_idx933,0,1,0,esm2_t36_3B_UR50D
934,esm2_t36_3B_UR50D_idx934,0,1,0,esm2_t36_3B_UR50D
935,esm2_t36_3B_UR50D_idx935,0,1,0,esm2_t36_3B_UR50D
936,esm2_t36_3B_UR50D_idx936,0,1,0,esm2_t36_3B_UR50D
937,esm2_t36_3B_UR50D_idx937,0,1,0,esm2_t36_3B_UR50D
938,esm2_t36_3B_UR50D_idx938,0,1,0,esm2_t36_3B_UR50D
939,esm2_t36_3B_UR50D_idx939,0,1,0,esm2_t36_3B_UR50D
940,esm2_t36_3B_UR50D_idx940,0,1,0,esm2_t36_3B_UR50D
941,esm2_t36_3B_UR50D_idx941,0,1,0,esm2_t36_3B_UR50D
942,esm2_t36_3B_UR50D_idx942,0,1,0,esm2_t36_3B_UR50D
943,esm2_t36_3B_UR50D_idx943,0,1,0,esm2_t36_3B_UR50D
944,esm2_t36_3B_UR50D_idx944,0,1,0,esm2_t36_3B_UR50D
945,esm2_t36_3B_UR50D_idx945,0,1,0,esm2_t36_3B_UR50D
946,esm2_t36_3B_UR50D_idx946,0,1,0,esm2_t36_3B_UR50D
947,esm2_t36_3B_UR50D_idx947,0,1,0,esm2_t36_3B_UR50D
948,esm2_t36_3B_UR50D_idx948,0,1,0,esm2_t36_3B_UR50D
949,esm2_t36_3B_UR50D_idx949,0,1,0,esm2_t36_3B_UR50D
950,esm2_t36_3B_UR50D_idx950,0,1,0,esm2_t36_3B_UR50D
951,esm2_t36_3B_UR50D_idx951,0,1,0,esm2_t36_3B_UR50D
952,esm2_t36_3B_UR50D_idx952,0,1,0,esm2_t36_3B_UR50D
953,esm2_t36_3B_UR50D_idx953,0,1,0,esm2_t36_3B_UR50D
954,esm2_t36_3B_UR50D_idx954,0,1,0,esm2_t36_3B_UR50D
955,esm2_t36_3B_UR50D_idx955,0,1,0,esm2_t36_3B_UR50D
956,esm2_t36_3B_UR50D_idx956,0,1,0,esm2_t36_3B_UR50D
957,esm2_t36_3B_UR50D_idx957,0,1,0,esm2_t36_3B_UR50D
958,esm2_t36_3B_UR50D_idx958,0,1,0,esm2_t36_3B_UR50D
959,esm2_t36_3B_UR50D_idx959,0,1,0,esm2_t36_3B_UR50D
960,esm2_t36_3B_UR50D_idx960,0,1,0,esm2_t36_3B_UR50D
961,esm2_t36_3B_UR50D_idx961,0,1,0,esm2_t36_3B_UR50D
962,esm2_t36_3B_UR50D_idx962,0,1,0,esm2_t36_3B_UR50D
963,esm2_t36_3B_UR50D_idx963,0,1,0,esm2_t36_3B_UR50D
964,esm2_t36_3B_UR50D_idx964,0,1,0,esm2_t36_3B_UR50D
965,esm2_t36_3B_UR50D_idx965,0,1,0,esm2_t36_3B_UR50D
966,esm2_t36_3B_UR50D_idx966,0,1,0,esm2_t36_3B_UR50D
967,esm2_t36_3B_UR50D_idx967,0,1,0,esm2_t36_3B_UR50D
968,esm2_t36_3B_UR50D_idx968,0,1,0,esm2_t36_3B_UR50D
969,esm2_t36_3B_UR50D_idx969,0,1,0,esm2_t36_3B_UR50D
970,esm2_t36_3B_UR50D_idx970,0,1,0,esm2_t36_3B_UR50D
971,esm2_t36_3B_UR50D_idx971,0,1,0,esm2_t36_3B_UR50D
972,esm2_t36_3B_UR50D_idx972,0,1,0,esm2_t36_3B_UR50D
973,esm2_t36_3B_UR50D_idx973,0,1,0,esm2_t36_3B_UR50D
974,esm2_t36_3B_UR50D_idx974,0,1,0,esm2_t36_3B_UR50D
975,esm2_t36_3B_UR50D_idx975,0,1,0,esm2_t36_3B_UR50D
976,esm2_t36_3B_UR50D_idx976,0,1,0,esm2_t36_3B_UR50D
977,esm2_t36_3B_UR50D_idx977,0,1,0,esm2_t36_3B_UR50D
978,esm2_t36_3B_UR50D_idx978,0,1,0,esm2_t36_3B_UR50D
979,esm2_t36_3B_UR50D_idx979,0,1,0,esm2_t36_3B_UR50D
980,esm2_t36_3B_UR50D_idx980,0,1,0,esm2_t36_3B_UR50D
981,esm2_t36_3B_UR50D_idx981,0,1,0,esm2_t36_3B_UR50D
982,esm2_t36_3B_UR50D_idx982,0,1,0,esm2_t36_3B_UR50D
983,esm2_t36_3B_UR50D_idx983,0,1,0,esm2_t36_3B_UR50D
984,esm2_t36_3B_UR50D_idx984,0,1,0,esm2_t36_3B_UR50D
985,esm2_t36_3B_UR50D_idx985,0,1,0,esm2_t36_3B_UR50D
986,esm2_t36_3B_UR50D_idx986,0,1,0,esm2_t36_3B_UR50D
987,esm2_t36_3B_UR50D_idx987,0,1,0,esm2_t36_3B_UR50D
988,esm2_t36_3B_UR50D_idx988,0,1,0,esm2_t36_3B_UR50D
