,IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D,Subtypes
325,esm2_t36_3B_UR50D_idx325,0,1,0,esm2_t36_3B_UR50D
326,esm2_t36_3B_UR50D_idx326,0,1,0,esm2_t36_3B_UR50D
327,esm2_t36_3B_UR50D_idx327,0,1,0,esm2_t36_3B_UR50D
328,esm2_t36_3B_UR50D_idx328,0,1,0,esm2_t36_3B_UR50D
329,esm2_t36_3B_UR50D_idx329,0,1,0,esm2_t36_3B_UR50D
330,esm2_t36_3B_UR50D_idx330,0,1,0,esm2_t36_3B_UR50D
331,esm2_t36_3B_UR50D_idx331,0,1,0,esm2_t36_3B_UR50D
332,esm2_t36_3B_UR50D_idx332,0,1,0,esm2_t36_3B_UR50D
333,esm2_t36_3B_UR50D_idx333,0,1,0,esm2_t36_3B_UR50D
334,esm2_t36_3B_UR50D_idx334,0,1,0,esm2_t36_3B_UR50D
335,esm2_t36_3B_UR50D_idx335,0,1,0,esm2_t36_3B_UR50D
336,esm2_t36_3B_UR50D_idx336,0,1,0,esm2_t36_3B_UR50D
337,esm2_t36_3B_UR50D_idx337,0,1,0,esm2_t36_3B_UR50D
338,esm2_t36_3B_UR50D_idx338,0,1,0,esm2_t36_3B_UR50D
339,esm2_t36_3B_UR50D_idx339,0,1,0,esm2_t36_3B_UR50D
340,esm2_t36_3B_UR50D_idx340,0,1,0,esm2_t36_3B_UR50D
341,esm2_t36_3B_UR50D_idx341,0,1,0,esm2_t36_3B_UR50D
342,esm2_t36_3B_UR50D_idx342,0,1,0,esm2_t36_3B_UR50D
343,esm2_t36_3B_UR50D_idx343,0,1,0,esm2_t36_3B_UR50D
344,esm2_t36_3B_UR50D_idx344,0,1,0,esm2_t36_3B_UR50D
345,esm2_t36_3B_UR50D_idx345,0,1,0,esm2_t36_3B_UR50D
346,esm2_t36_3B_UR50D_idx346,0,1,0,esm2_t36_3B_UR50D
347,esm2_t36_3B_UR50D_idx347,0,1,0,esm2_t36_3B_UR50D
348,esm2_t36_3B_UR50D_idx348,0,1,0,esm2_t36_3B_UR50D
349,esm2_t36_3B_UR50D_idx349,0,1,0,esm2_t36_3B_UR50D
350,esm2_t36_3B_UR50D_idx350,0,1,0,esm2_t36_3B_UR50D
351,esm2_t36_3B_UR50D_idx351,0,1,0,esm2_t36_3B_UR50D
352,esm2_t36_3B_UR50D_idx352,0,1,0,esm2_t36_3B_UR50D
353,esm2_t36_3B_UR50D_idx353,0,1,0,esm2_t36_3B_UR50D
354,esm2_t36_3B_UR50D_idx354,0,1,0,esm2_t36_3B_UR50D
355,esm2_t36_3B_UR50D_idx355,0,1,0,esm2_t36_3B_UR50D
356,esm2_t36_3B_UR50D_idx356,0,1,0,esm2_t36_3B_UR50D
357,esm2_t36_3B_UR50D_idx357,0,1,0,esm2_t36_3B_UR50D
358,esm2_t36_3B_UR50D_idx358,0,1,0,esm2_t36_3B_UR50D
359,esm2_t36_3B_UR50D_idx359,0,1,0,esm2_t36_3B_UR50D
360,esm2_t36_3B_UR50D_idx360,0,1,0,esm2_t36_3B_UR50D
361,esm2_t36_3B_UR50D_idx361,0,1,0,esm2_t36_3B_UR50D
362,esm2_t36_3B_UR50D_idx362,0,1,0,esm2_t36_3B_UR50D
363,esm2_t36_3B_UR50D_idx363,0,1,0,esm2_t36_3B_UR50D
364,esm2_t36_3B_UR50D_idx364,0,1,0,esm2_t36_3B_UR50D
365,esm2_t36_3B_UR50D_idx365,0,1,0,esm2_t36_3B_UR50D
366,esm2_t36_3B_UR50D_idx366,0,1,0,esm2_t36_3B_UR50D
367,esm2_t36_3B_UR50D_idx367,0,1,0,esm2_t36_3B_UR50D
368,esm2_t36_3B_UR50D_idx368,0,1,0,esm2_t36_3B_UR50D
369,esm2_t36_3B_UR50D_idx369,0,1,0,esm2_t36_3B_UR50D
370,esm2_t36_3B_UR50D_idx370,0,1,0,esm2_t36_3B_UR50D
371,esm2_t36_3B_UR50D_idx371,0,1,0,esm2_t36_3B_UR50D
372,esm2_t36_3B_UR50D_idx372,0,1,0,esm2_t36_3B_UR50D
373,esm2_t36_3B_UR50D_idx373,0,1,0,esm2_t36_3B_UR50D
374,esm2_t36_3B_UR50D_idx374,0,1,0,esm2_t36_3B_UR50D
375,esm2_t36_3B_UR50D_idx375,0,1,0,esm2_t36_3B_UR50D
376,esm2_t36_3B_UR50D_idx376,0,1,0,esm2_t36_3B_UR50D
377,esm2_t36_3B_UR50D_idx377,0,1,0,esm2_t36_3B_UR50D
378,esm2_t36_3B_UR50D_idx378,0,1,0,esm2_t36_3B_UR50D
379,esm2_t36_3B_UR50D_idx379,0,1,0,esm2_t36_3B_UR50D
380,esm2_t36_3B_UR50D_idx380,0,1,0,esm2_t36_3B_UR50D
381,esm2_t36_3B_UR50D_idx381,0,1,0,esm2_t36_3B_UR50D
382,esm2_t36_3B_UR50D_idx382,0,1,0,esm2_t36_3B_UR50D
383,esm2_t36_3B_UR50D_idx383,0,1,0,esm2_t36_3B_UR50D
384,esm2_t36_3B_UR50D_idx384,0,1,0,esm2_t36_3B_UR50D
385,esm2_t36_3B_UR50D_idx385,0,1,0,esm2_t36_3B_UR50D
386,esm2_t36_3B_UR50D_idx386,0,1,0,esm2_t36_3B_UR50D
387,esm2_t36_3B_UR50D_idx387,0,1,0,esm2_t36_3B_UR50D
388,esm2_t36_3B_UR50D_idx388,0,1,0,esm2_t36_3B_UR50D
389,esm2_t36_3B_UR50D_idx389,0,1,0,esm2_t36_3B_UR50D
390,esm2_t36_3B_UR50D_idx390,0,1,0,esm2_t36_3B_UR50D
391,esm2_t36_3B_UR50D_idx391,0,1,0,esm2_t36_3B_UR50D
392,esm2_t36_3B_UR50D_idx392,0,1,0,esm2_t36_3B_UR50D
393,esm2_t36_3B_UR50D_idx393,0,1,0,esm2_t36_3B_UR50D
394,esm2_t36_3B_UR50D_idx394,0,1,0,esm2_t36_3B_UR50D
395,esm2_t36_3B_UR50D_idx395,0,1,0,esm2_t36_3B_UR50D
396,esm2_t36_3B_UR50D_idx396,0,1,0,esm2_t36_3B_UR50D
397,esm2_t36_3B_UR50D_idx397,0,1,0,esm2_t36_3B_UR50D
398,esm2_t36_3B_UR50D_idx398,0,1,0,esm2_t36_3B_UR50D
399,esm2_t36_3B_UR50D_idx399,0,1,0,esm2_t36_3B_UR50D
400,esm2_t36_3B_UR50D_idx400,0,1,0,esm2_t36_3B_UR50D
401,esm2_t36_3B_UR50D_idx401,0,1,0,esm2_t36_3B_UR50D
402,esm2_t36_3B_UR50D_idx402,0,1,0,esm2_t36_3B_UR50D
403,esm2_t36_3B_UR50D_idx403,0,1,0,esm2_t36_3B_UR50D
404,esm2_t36_3B_UR50D_idx404,0,1,0,esm2_t36_3B_UR50D
405,esm2_t36_3B_UR50D_idx405,0,1,0,esm2_t36_3B_UR50D
406,esm2_t36_3B_UR50D_idx406,0,1,0,esm2_t36_3B_UR50D
407,esm2_t36_3B_UR50D_idx407,0,1,0,esm2_t36_3B_UR50D
408,esm2_t36_3B_UR50D_idx408,0,1,0,esm2_t36_3B_UR50D
409,esm2_t36_3B_UR50D_idx409,0,1,0,esm2_t36_3B_UR50D
410,esm2_t36_3B_UR50D_idx410,0,1,0,esm2_t36_3B_UR50D
411,esm2_t36_3B_UR50D_idx411,0,1,0,esm2_t36_3B_UR50D
412,esm2_t36_3B_UR50D_idx412,0,1,0,esm2_t36_3B_UR50D
413,esm2_t36_3B_UR50D_idx413,0,1,0,esm2_t36_3B_UR50D
414,esm2_t36_3B_UR50D_idx414,0,1,0,esm2_t36_3B_UR50D
415,esm2_t36_3B_UR50D_idx415,0,1,0,esm2_t36_3B_UR50D
416,esm2_t36_3B_UR50D_idx416,0,1,0,esm2_t36_3B_UR50D
417,esm2_t36_3B_UR50D_idx417,0,1,0,esm2_t36_3B_UR50D
418,esm2_t36_3B_UR50D_idx418,0,1,0,esm2_t36_3B_UR50D
419,esm2_t36_3B_UR50D_idx419,0,1,0,esm2_t36_3B_UR50D
420,esm2_t36_3B_UR50D_idx420,0,1,0,esm2_t36_3B_UR50D
421,esm2_t36_3B_UR50D_idx421,0,1,0,esm2_t36_3B_UR50D
422,esm2_t36_3B_UR50D_idx422,0,1,0,esm2_t36_3B_UR50D
423,esm2_t36_3B_UR50D_idx423,0,1,0,esm2_t36_3B_UR50D
424,esm2_t36_3B_UR50D_idx424,0,1,0,esm2_t36_3B_UR50D
425,esm2_t36_3B_UR50D_idx425,0,1,0,esm2_t36_3B_UR50D
426,esm2_t36_3B_UR50D_idx426,0,1,0,esm2_t36_3B_UR50D
427,esm2_t36_3B_UR50D_idx427,0,1,0,esm2_t36_3B_UR50D
428,esm2_t36_3B_UR50D_idx428,0,1,0,esm2_t36_3B_UR50D
429,esm2_t36_3B_UR50D_idx429,0,1,0,esm2_t36_3B_UR50D
430,esm2_t36_3B_UR50D_idx430,0,1,0,esm2_t36_3B_UR50D
431,esm2_t36_3B_UR50D_idx431,0,1,0,esm2_t36_3B_UR50D
432,esm2_t36_3B_UR50D_idx432,0,1,0,esm2_t36_3B_UR50D
433,esm2_t36_3B_UR50D_idx433,0,1,0,esm2_t36_3B_UR50D
434,esm2_t36_3B_UR50D_idx434,0,1,0,esm2_t36_3B_UR50D
435,esm2_t36_3B_UR50D_idx435,0,1,0,esm2_t36_3B_UR50D
436,esm2_t36_3B_UR50D_idx436,0,1,0,esm2_t36_3B_UR50D
437,esm2_t36_3B_UR50D_idx437,0,1,0,esm2_t36_3B_UR50D
438,esm2_t36_3B_UR50D_idx438,0,1,0,esm2_t36_3B_UR50D
439,esm2_t36_3B_UR50D_idx439,0,1,0,esm2_t36_3B_UR50D
440,esm2_t36_3B_UR50D_idx440,0,1,0,esm2_t36_3B_UR50D
441,esm2_t36_3B_UR50D_idx441,0,1,0,esm2_t36_3B_UR50D
442,esm2_t36_3B_UR50D_idx442,0,1,0,esm2_t36_3B_UR50D
443,esm2_t36_3B_UR50D_idx443,0,1,0,esm2_t36_3B_UR50D
444,esm2_t36_3B_UR50D_idx444,0,1,0,esm2_t36_3B_UR50D
445,esm2_t36_3B_UR50D_idx445,0,1,0,esm2_t36_3B_UR50D
446,esm2_t36_3B_UR50D_idx446,0,1,0,esm2_t36_3B_UR50D
447,esm2_t36_3B_UR50D_idx447,0,1,0,esm2_t36_3B_UR50D
448,esm2_t36_3B_UR50D_idx448,0,1,0,esm2_t36_3B_UR50D
449,esm2_t36_3B_UR50D_idx449,0,1,0,esm2_t36_3B_UR50D
450,esm2_t36_3B_UR50D_idx450,0,1,0,esm2_t36_3B_UR50D
451,esm2_t36_3B_UR50D_idx451,0,1,0,esm2_t36_3B_UR50D
452,esm2_t36_3B_UR50D_idx452,0,1,0,esm2_t36_3B_UR50D
453,esm2_t36_3B_UR50D_idx453,0,1,0,esm2_t36_3B_UR50D
454,esm2_t36_3B_UR50D_idx454,0,1,0,esm2_t36_3B_UR50D
455,esm2_t36_3B_UR50D_idx455,0,1,0,esm2_t36_3B_UR50D
456,esm2_t36_3B_UR50D_idx456,0,1,0,esm2_t36_3B_UR50D
457,esm2_t36_3B_UR50D_idx457,0,1,0,esm2_t36_3B_UR50D
458,esm2_t36_3B_UR50D_idx458,0,1,0,esm2_t36_3B_UR50D
459,esm2_t36_3B_UR50D_idx459,0,1,0,esm2_t36_3B_UR50D
460,esm2_t36_3B_UR50D_idx460,0,1,0,esm2_t36_3B_UR50D
461,esm2_t36_3B_UR50D_idx461,0,1,0,esm2_t36_3B_UR50D
462,esm2_t36_3B_UR50D_idx462,0,1,0,esm2_t36_3B_UR50D
463,esm2_t36_3B_UR50D_idx463,0,1,0,esm2_t36_3B_UR50D
464,esm2_t36_3B_UR50D_idx464,0,1,0,esm2_t36_3B_UR50D
465,esm2_t36_3B_UR50D_idx465,0,1,0,esm2_t36_3B_UR50D
466,esm2_t36_3B_UR50D_idx466,0,1,0,esm2_t36_3B_UR50D
467,esm2_t36_3B_UR50D_idx467,0,1,0,esm2_t36_3B_UR50D
468,esm2_t36_3B_UR50D_idx468,0,1,0,esm2_t36_3B_UR50D
469,esm2_t36_3B_UR50D_idx469,0,1,0,esm2_t36_3B_UR50D
470,esm2_t36_3B_UR50D_idx470,0,1,0,esm2_t36_3B_UR50D
471,esm2_t36_3B_UR50D_idx471,0,1,0,esm2_t36_3B_UR50D
472,esm2_t36_3B_UR50D_idx472,0,1,0,esm2_t36_3B_UR50D
473,esm2_t36_3B_UR50D_idx473,0,1,0,esm2_t36_3B_UR50D
474,esm2_t36_3B_UR50D_idx474,0,1,0,esm2_t36_3B_UR50D
475,esm2_t36_3B_UR50D_idx475,0,1,0,esm2_t36_3B_UR50D
476,esm2_t36_3B_UR50D_idx476,0,1,0,esm2_t36_3B_UR50D
477,esm2_t36_3B_UR50D_idx477,0,1,0,esm2_t36_3B_UR50D
478,esm2_t36_3B_UR50D_idx478,0,1,0,esm2_t36_3B_UR50D
479,esm2_t36_3B_UR50D_idx479,0,1,0,esm2_t36_3B_UR50D
480,esm2_t36_3B_UR50D_idx480,0,1,0,esm2_t36_3B_UR50D
481,esm2_t36_3B_UR50D_idx481,0,1,0,esm2_t36_3B_UR50D
482,esm2_t36_3B_UR50D_idx482,0,1,0,esm2_t36_3B_UR50D
483,esm2_t36_3B_UR50D_idx483,0,1,0,esm2_t36_3B_UR50D
484,esm2_t36_3B_UR50D_idx484,0,1,0,esm2_t36_3B_UR50D
485,esm2_t36_3B_UR50D_idx485,0,1,0,esm2_t36_3B_UR50D
486,esm2_t36_3B_UR50D_idx486,0,1,0,esm2_t36_3B_UR50D
487,esm2_t36_3B_UR50D_idx487,0,1,0,esm2_t36_3B_UR50D
488,esm2_t36_3B_UR50D_idx488,0,1,0,esm2_t36_3B_UR50D
489,esm2_t36_3B_UR50D_idx489,0,1,0,esm2_t36_3B_UR50D
490,esm2_t36_3B_UR50D_idx490,0,1,0,esm2_t36_3B_UR50D
491,esm2_t36_3B_UR50D_idx491,0,1,0,esm2_t36_3B_UR50D
492,esm2_t36_3B_UR50D_idx492,0,1,0,esm2_t36_3B_UR50D
493,esm2_t36_3B_UR50D_idx493,0,1,0,esm2_t36_3B_UR50D
494,esm2_t36_3B_UR50D_idx494,0,1,0,esm2_t36_3B_UR50D
495,esm2_t36_3B_UR50D_idx495,0,1,0,esm2_t36_3B_UR50D
496,esm2_t36_3B_UR50D_idx496,0,1,0,esm2_t36_3B_UR50D
497,esm2_t36_3B_UR50D_idx497,0,1,0,esm2_t36_3B_UR50D
498,esm2_t36_3B_UR50D_idx498,0,1,0,esm2_t36_3B_UR50D
499,esm2_t36_3B_UR50D_idx499,0,1,0,esm2_t36_3B_UR50D
500,esm2_t36_3B_UR50D_idx500,0,1,0,esm2_t36_3B_UR50D
501,esm2_t36_3B_UR50D_idx501,0,1,0,esm2_t36_3B_UR50D
502,esm2_t36_3B_UR50D_idx502,0,1,0,esm2_t36_3B_UR50D
503,esm2_t36_3B_UR50D_idx503,0,1,0,esm2_t36_3B_UR50D
504,esm2_t36_3B_UR50D_idx504,0,1,0,esm2_t36_3B_UR50D
505,esm2_t36_3B_UR50D_idx505,0,1,0,esm2_t36_3B_UR50D
506,esm2_t36_3B_UR50D_idx506,0,1,0,esm2_t36_3B_UR50D
507,esm2_t36_3B_UR50D_idx507,0,1,0,esm2_t36_3B_UR50D
508,esm2_t36_3B_UR50D_idx508,0,1,0,esm2_t36_3B_UR50D
509,esm2_t36_3B_UR50D_idx509,0,1,0,esm2_t36_3B_UR50D
510,esm2_t36_3B_UR50D_idx510,0,1,0,esm2_t36_3B_UR50D
511,esm2_t36_3B_UR50D_idx511,0,1,0,esm2_t36_3B_UR50D
512,esm2_t36_3B_UR50D_idx512,0,1,0,esm2_t36_3B_UR50D
513,esm2_t36_3B_UR50D_idx513,0,1,0,esm2_t36_3B_UR50D
514,esm2_t36_3B_UR50D_idx514,0,1,0,esm2_t36_3B_UR50D
515,esm2_t36_3B_UR50D_idx515,0,1,0,esm2_t36_3B_UR50D
516,esm2_t36_3B_UR50D_idx516,0,1,0,esm2_t36_3B_UR50D
517,esm2_t36_3B_UR50D_idx517,0,1,0,esm2_t36_3B_UR50D
518,esm2_t36_3B_UR50D_idx518,0,1,0,esm2_t36_3B_UR50D
519,esm2_t36_3B_UR50D_idx519,0,1,0,esm2_t36_3B_UR50D
520,esm2_t36_3B_UR50D_idx520,0,1,0,esm2_t36_3B_UR50D
521,esm2_t36_3B_UR50D_idx521,0,1,0,esm2_t36_3B_UR50D
522,esm2_t36_3B_UR50D_idx522,0,1,0,esm2_t36_3B_UR50D
523,esm2_t36_3B_UR50D_idx523,0,1,0,esm2_t36_3B_UR50D
524,esm2_t36_3B_UR50D_idx524,0,1,0,esm2_t36_3B_UR50D
525,esm2_t36_3B_UR50D_idx525,0,1,0,esm2_t36_3B_UR50D
526,esm2_t36_3B_UR50D_idx526,0,1,0,esm2_t36_3B_UR50D
527,esm2_t36_3B_UR50D_idx527,0,1,0,esm2_t36_3B_UR50D
528,esm2_t36_3B_UR50D_idx528,0,1,0,esm2_t36_3B_UR50D
529,esm2_t36_3B_UR50D_idx529,0,1,0,esm2_t36_3B_UR50D
530,esm2_t36_3B_UR50D_idx530,0,1,0,esm2_t36_3B_UR50D
531,esm2_t36_3B_UR50D_idx531,0,1,0,esm2_t36_3B_UR50D
532,esm2_t36_3B_UR50D_idx532,0,1,0,esm2_t36_3B_UR50D
533,esm2_t36_3B_UR50D_idx533,0,1,0,esm2_t36_3B_UR50D
534,esm2_t36_3B_UR50D_idx534,0,1,0,esm2_t36_3B_UR50D
535,esm2_t36_3B_UR50D_idx535,0,1,0,esm2_t36_3B_UR50D
536,esm2_t36_3B_UR50D_idx536,0,1,0,esm2_t36_3B_UR50D
537,esm2_t36_3B_UR50D_idx537,0,1,0,esm2_t36_3B_UR50D
538,esm2_t36_3B_UR50D_idx538,0,1,0,esm2_t36_3B_UR50D
539,esm2_t36_3B_UR50D_idx539,0,1,0,esm2_t36_3B_UR50D
540,esm2_t36_3B_UR50D_idx540,0,1,0,esm2_t36_3B_UR50D
541,esm2_t36_3B_UR50D_idx541,0,1,0,esm2_t36_3B_UR50D
542,esm2_t36_3B_UR50D_idx542,0,1,0,esm2_t36_3B_UR50D
543,esm2_t36_3B_UR50D_idx543,0,1,0,esm2_t36_3B_UR50D
544,esm2_t36_3B_UR50D_idx544,0,1,0,esm2_t36_3B_UR50D
545,esm2_t36_3B_UR50D_idx545,0,1,0,esm2_t36_3B_UR50D
546,esm2_t36_3B_UR50D_idx546,0,1,0,esm2_t36_3B_UR50D
547,esm2_t36_3B_UR50D_idx547,0,1,0,esm2_t36_3B_UR50D
548,esm2_t36_3B_UR50D_idx548,0,1,0,esm2_t36_3B_UR50D
549,esm2_t36_3B_UR50D_idx549,0,1,0,esm2_t36_3B_UR50D
550,esm2_t36_3B_UR50D_idx550,0,1,0,esm2_t36_3B_UR50D
551,esm2_t36_3B_UR50D_idx551,0,1,0,esm2_t36_3B_UR50D
552,esm2_t36_3B_UR50D_idx552,0,1,0,esm2_t36_3B_UR50D
553,esm2_t36_3B_UR50D_idx553,0,1,0,esm2_t36_3B_UR50D
554,esm2_t36_3B_UR50D_idx554,0,1,0,esm2_t36_3B_UR50D
555,esm2_t36_3B_UR50D_idx555,0,1,0,esm2_t36_3B_UR50D
556,esm2_t36_3B_UR50D_idx556,0,1,0,esm2_t36_3B_UR50D
557,esm2_t36_3B_UR50D_idx557,0,1,0,esm2_t36_3B_UR50D
558,esm2_t36_3B_UR50D_idx558,0,1,0,esm2_t36_3B_UR50D
559,esm2_t36_3B_UR50D_idx559,0,1,0,esm2_t36_3B_UR50D
560,esm2_t36_3B_UR50D_idx560,0,1,0,esm2_t36_3B_UR50D
561,esm2_t36_3B_UR50D_idx561,0,1,0,esm2_t36_3B_UR50D
562,esm2_t36_3B_UR50D_idx562,0,1,0,esm2_t36_3B_UR50D
563,esm2_t36_3B_UR50D_idx563,0,1,0,esm2_t36_3B_UR50D
564,esm2_t36_3B_UR50D_idx564,0,1,0,esm2_t36_3B_UR50D
565,esm2_t36_3B_UR50D_idx565,0,1,0,esm2_t36_3B_UR50D
566,esm2_t36_3B_UR50D_idx566,0,1,0,esm2_t36_3B_UR50D
567,esm2_t36_3B_UR50D_idx567,0,1,0,esm2_t36_3B_UR50D
568,esm2_t36_3B_UR50D_idx568,0,1,0,esm2_t36_3B_UR50D
569,esm2_t36_3B_UR50D_idx569,0,1,0,esm2_t36_3B_UR50D
570,esm2_t36_3B_UR50D_idx570,0,1,0,esm2_t36_3B_UR50D
571,esm2_t36_3B_UR50D_idx571,0,1,0,esm2_t36_3B_UR50D
572,esm2_t36_3B_UR50D_idx572,0,1,0,esm2_t36_3B_UR50D
573,esm2_t36_3B_UR50D_idx573,0,1,0,esm2_t36_3B_UR50D
574,esm2_t36_3B_UR50D_idx574,0,1,0,esm2_t36_3B_UR50D
575,esm2_t36_3B_UR50D_idx575,0,1,0,esm2_t36_3B_UR50D
576,esm2_t36_3B_UR50D_idx576,0,1,0,esm2_t36_3B_UR50D
577,esm2_t36_3B_UR50D_idx577,0,1,0,esm2_t36_3B_UR50D
578,esm2_t36_3B_UR50D_idx578,0,1,0,esm2_t36_3B_UR50D
579,esm2_t36_3B_UR50D_idx579,0,1,0,esm2_t36_3B_UR50D
580,esm2_t36_3B_UR50D_idx580,0,1,0,esm2_t36_3B_UR50D
581,esm2_t36_3B_UR50D_idx581,0,1,0,esm2_t36_3B_UR50D
582,esm2_t36_3B_UR50D_idx582,0,1,0,esm2_t36_3B_UR50D
583,esm2_t36_3B_UR50D_idx583,0,1,0,esm2_t36_3B_UR50D
584,esm2_t36_3B_UR50D_idx584,0,1,0,esm2_t36_3B_UR50D
585,esm2_t36_3B_UR50D_idx585,0,1,0,esm2_t36_3B_UR50D
586,esm2_t36_3B_UR50D_idx586,0,1,0,esm2_t36_3B_UR50D
587,esm2_t36_3B_UR50D_idx587,0,1,0,esm2_t36_3B_UR50D
588,esm2_t36_3B_UR50D_idx588,0,1,0,esm2_t36_3B_UR50D
589,esm2_t36_3B_UR50D_idx589,0,1,0,esm2_t36_3B_UR50D
590,esm2_t36_3B_UR50D_idx590,0,1,0,esm2_t36_3B_UR50D
591,esm2_t36_3B_UR50D_idx591,0,1,0,esm2_t36_3B_UR50D
592,esm2_t36_3B_UR50D_idx592,0,1,0,esm2_t36_3B_UR50D
593,esm2_t36_3B_UR50D_idx593,0,1,0,esm2_t36_3B_UR50D
594,esm2_t36_3B_UR50D_idx594,0,1,0,esm2_t36_3B_UR50D
595,esm2_t36_3B_UR50D_idx595,0,1,0,esm2_t36_3B_UR50D
596,esm2_t36_3B_UR50D_idx596,0,1,0,esm2_t36_3B_UR50D
597,esm2_t36_3B_UR50D_idx597,0,1,0,esm2_t36_3B_UR50D
598,esm2_t36_3B_UR50D_idx598,0,1,0,esm2_t36_3B_UR50D
599,esm2_t36_3B_UR50D_idx599,0,1,0,esm2_t36_3B_UR50D
600,esm2_t36_3B_UR50D_idx600,0,1,0,esm2_t36_3B_UR50D
601,esm2_t36_3B_UR50D_idx601,0,1,0,esm2_t36_3B_UR50D
602,esm2_t36_3B_UR50D_idx602,0,1,0,esm2_t36_3B_UR50D
603,esm2_t36_3B_UR50D_idx603,0,1,0,esm2_t36_3B_UR50D
604,esm2_t36_3B_UR50D_idx604,0,1,0,esm2_t36_3B_UR50D
605,esm2_t36_3B_UR50D_idx605,0,1,0,esm2_t36_3B_UR50D
606,esm2_t36_3B_UR50D_idx606,0,1,0,esm2_t36_3B_UR50D
607,esm2_t36_3B_UR50D_idx607,0,1,0,esm2_t36_3B_UR50D
608,esm2_t36_3B_UR50D_idx608,0,1,0,esm2_t36_3B_UR50D
609,esm2_t36_3B_UR50D_idx609,0,1,0,esm2_t36_3B_UR50D
610,esm2_t36_3B_UR50D_idx610,0,1,0,esm2_t36_3B_UR50D
611,esm2_t36_3B_UR50D_idx611,0,1,0,esm2_t36_3B_UR50D
612,esm2_t36_3B_UR50D_idx612,0,1,0,esm2_t36_3B_UR50D
613,esm2_t36_3B_UR50D_idx613,0,1,0,esm2_t36_3B_UR50D
614,esm2_t36_3B_UR50D_idx614,0,1,0,esm2_t36_3B_UR50D
615,esm2_t36_3B_UR50D_idx615,0,1,0,esm2_t36_3B_UR50D
616,esm2_t36_3B_UR50D_idx616,0,1,0,esm2_t36_3B_UR50D
617,esm2_t36_3B_UR50D_idx617,0,1,0,esm2_t36_3B_UR50D
618,esm2_t36_3B_UR50D_idx618,0,1,0,esm2_t36_3B_UR50D
619,esm2_t36_3B_UR50D_idx619,0,1,0,esm2_t36_3B_UR50D
620,esm2_t36_3B_UR50D_idx620,0,1,0,esm2_t36_3B_UR50D
621,esm2_t36_3B_UR50D_idx621,0,1,0,esm2_t36_3B_UR50D
622,esm2_t36_3B_UR50D_idx622,0,1,0,esm2_t36_3B_UR50D
623,esm2_t36_3B_UR50D_idx623,0,1,0,esm2_t36_3B_UR50D
624,esm2_t36_3B_UR50D_idx624,0,1,0,esm2_t36_3B_UR50D
625,esm2_t36_3B_UR50D_idx625,0,1,0,esm2_t36_3B_UR50D
626,esm2_t36_3B_UR50D_idx626,0,1,0,esm2_t36_3B_UR50D
627,esm2_t36_3B_UR50D_idx627,0,1,0,esm2_t36_3B_UR50D
628,esm2_t36_3B_UR50D_idx628,0,1,0,esm2_t36_3B_UR50D
629,esm2_t36_3B_UR50D_idx629,0,1,0,esm2_t36_3B_UR50D
630,esm2_t36_3B_UR50D_idx630,0,1,0,esm2_t36_3B_UR50D
631,esm2_t36_3B_UR50D_idx631,0,1,0,esm2_t36_3B_UR50D
632,esm2_t36_3B_UR50D_idx632,0,1,0,esm2_t36_3B_UR50D
633,esm2_t36_3B_UR50D_idx633,0,1,0,esm2_t36_3B_UR50D
634,esm2_t36_3B_UR50D_idx634,0,1,0,esm2_t36_3B_UR50D
635,esm2_t36_3B_UR50D_idx635,0,1,0,esm2_t36_3B_UR50D
636,esm2_t36_3B_UR50D_idx636,0,1,0,esm2_t36_3B_UR50D
637,esm2_t36_3B_UR50D_idx637,0,1,0,esm2_t36_3B_UR50D
638,esm2_t36_3B_UR50D_idx638,0,1,0,esm2_t36_3B_UR50D
639,esm2_t36_3B_UR50D_idx639,0,1,0,esm2_t36_3B_UR50D
640,esm2_t36_3B_UR50D_idx640,0,1,0,esm2_t36_3B_UR50D
641,esm2_t36_3B_UR50D_idx641,0,1,0,esm2_t36_3B_UR50D
642,esm2_t36_3B_UR50D_idx642,0,1,0,esm2_t36_3B_UR50D
643,esm2_t36_3B_UR50D_idx643,0,1,0,esm2_t36_3B_UR50D
644,esm2_t36_3B_UR50D_idx644,0,1,0,esm2_t36_3B_UR50D
645,esm2_t36_3B_UR50D_idx645,0,1,0,esm2_t36_3B_UR50D
646,esm2_t36_3B_UR50D_idx646,0,1,0,esm2_t36_3B_UR50D
647,esm2_t36_3B_UR50D_idx647,0,1,0,esm2_t36_3B_UR50D
648,esm2_t36_3B_UR50D_idx648,0,1,0,esm2_t36_3B_UR50D
649,esm2_t36_3B_UR50D_idx649,0,1,0,esm2_t36_3B_UR50D
650,esm2_t36_3B_UR50D_idx650,0,1,0,esm2_t36_3B_UR50D
651,esm2_t36_3B_UR50D_idx651,0,1,0,esm2_t36_3B_UR50D
652,esm2_t36_3B_UR50D_idx652,0,1,0,esm2_t36_3B_UR50D
653,esm2_t36_3B_UR50D_idx653,0,1,0,esm2_t36_3B_UR50D
654,esm2_t36_3B_UR50D_idx654,0,1,0,esm2_t36_3B_UR50D
655,esm2_t36_3B_UR50D_idx655,0,1,0,esm2_t36_3B_UR50D
656,esm2_t36_3B_UR50D_idx656,0,1,0,esm2_t36_3B_UR50D
